ID	ID.1	baseMean	log2FoldChange	padj	Label	Level
2361	KDM4A	1023.4	0.2	0.05309	-	NoDiff
2362	ABCB1	97.1	0.6	0.05344	-	NoDiff
2363	RANGAP1	1961.1	-0.3	0.05352	-	NoDiff
2364	ALOX5AP	12.2	-1.7	0.05352	-	NoDiff
2365	C19orf38	14.1	1.3	0.05352	-	NoDiff
2366	NUS1	1119.9	-0.3	0.05353	-	NoDiff
2367	RASSF1	742.1	-0.4	0.05355	-	NoDiff
2368	DEF8	981.9	-0.3	0.05356	-	NoDiff
2369	ACTR2	5199.7	-0.2	0.05368	-	NoDiff
2370	SRP72	2135.6	0.2	0.0539	-	NoDiff
2371	DNAH7	89.2	1.2	0.05394	-	NoDiff
2372	NKD2	154.8	-1.3	0.05394	-	NoDiff
2373	PSG3	12.9	1.7	0.05394	-	NoDiff
2374	GRIN2A	7	3.4	0.05397	-	NoDiff
2375	NHS	475.9	0.5	0.05398	-	NoDiff
2376	MYOZ2	17.3	-2.4	0.0541	-	NoDiff
2377	ABCB5	21.1	1.7	0.05411	-	NoDiff
2378	MESD	1668.8	-0.2	0.05411	-	NoDiff
2379	LMNB1	54.1	1.2	0.05423	-	NoDiff
2380	AC010776.2	182.3	-0.6	0.05429	-	NoDiff
2381	PAPLN	252.5	-0.9	0.0543	-	NoDiff
2382	RP9	125.1	0.4	0.0543	-	NoDiff
2383	AC092535.4	153.8	1.2	0.0543	-	NoDiff
2384	RNF157	225.7	-1	0.05436	-	NoDiff
2385	PTOV1-AS1	24.8	1.2	0.05436	-	NoDiff
2386	PIK3R2	2004.6	0.4	0.05438	-	NoDiff
2387	FOXRED2	566.9	0.5	0.05448	-	NoDiff
2388	CACNB4	62.4	0.8	0.05448	-	NoDiff
2389	AC009041.2	23.2	1.2	0.05448	-	NoDiff
2390	ACBD6	768.2	0.2	0.05456	-	NoDiff
2391	OBSL1	1564.9	-0.3	0.05466	-	NoDiff
2392	EMC3	1213.3	-0.2	0.0547	-	NoDiff
2393	HAND2	14.2	-1.9	0.0547	-	NoDiff
2394	FILIP1L	2128.9	0.6	0.0547	-	NoDiff
2395	ANP32A	716.4	0.4	0.05491	-	NoDiff
2396	SUGCT	239.9	-0.7	0.05491	-	NoDiff
2397	MOB1A	2907.1	-0.3	0.05517	-	NoDiff
2398	SGMS2	1707.9	-0.4	0.05526	-	NoDiff
2399	ADAM19	750.4	-0.5	0.0554	-	NoDiff
2400	ALDH1A3	1541.2	1.2	0.05553	-	NoDiff
2401	FOXN3	3794.8	-0.4	0.05556	-	NoDiff
2402	AL034417.4	15.7	-1.3	0.05563	-	NoDiff
2403	TMEM204	390.6	-0.7	0.05579	-	NoDiff
2404	RIN1	232.1	0.5	0.05579	-	NoDiff
2405	CERS6	691.4	-0.5	0.05586	-	NoDiff
2406	TJP1	3238.2	-0.3	0.05597	-	NoDiff
2407	AAR2	692.8	-0.2	0.05606	-	NoDiff
2408	CAPS2	109.6	0.4	0.05606	-	NoDiff
2409	VPS4B	1377.8	-0.3	0.05607	-	NoDiff
2410	PTGFRN	1275.8	0.7	0.05607	-	NoDiff
2411	XKR8	166.1	-0.4	0.05607	-	NoDiff
2412	ARHGAP10	886.8	-0.4	0.05613	-	NoDiff
2413	CCDC28B	70.2	0.5	0.05613	-	NoDiff
2414	PTGES	440.2	0.8	0.05621	-	NoDiff
2415	TMEM200B	573.6	-0.8	0.05621	-	NoDiff
2416	FRMD8	604.4	-0.4	0.05637	-	NoDiff
2417	PLA2G4C	152.6	1.1	0.05645	-	NoDiff
2418	ISYNA1	118.1	0.7	0.0565	-	NoDiff
2419	SLC25A43	579.1	-0.4	0.05651	-	NoDiff
2420	ITGA7	2170.5	0.5	0.05651	-	NoDiff
2421	RPTOR	702.2	-0.2	0.05651	-	NoDiff
2422	KLF10	681.4	0.5	0.05651	-	NoDiff
2423	SLC16A4	361.1	0.9	0.05651	-	NoDiff
2424	MTF1	583.1	-0.4	0.05651	-	NoDiff
2425	NALT1	12.9	1.4	0.05651	-	NoDiff
2426	B9D1	170.3	0.6	0.05656	-	NoDiff
2427	MRPL41	394.5	-0.5	0.05656	-	NoDiff
2428	BTBD10	498.4	0.3	0.05712	-	NoDiff
2429	ZDHHC8	1067.2	-0.3	0.05714	-	NoDiff
2430	BBS5	250.5	0.4	0.05714	-	NoDiff
2431	MTURN	1493.4	-0.3	0.05714	-	NoDiff
2432	RPS6KC1	708.2	0.2	0.05723	-	NoDiff
2433	YIPF1	454.2	-0.4	0.05742	-	NoDiff
2434	DNAAF4	32.5	0.7	0.05744	-	NoDiff
2435	MAP3K14	247.9	0.7	0.05765	-	NoDiff
2436	ATG2B	1379	0.3	0.05765	-	NoDiff
2437	ASXL3	33.6	1.8	0.05765	-	NoDiff
2438	MICB	196.8	-0.3	0.05765	-	NoDiff
2439	LINC01358	41.3	0.9	0.05765	-	NoDiff
2440	ZNF213-AS1	86.9	0.6	0.05803	-	NoDiff
2441	CDK7	476.6	-0.3	0.05815	-	NoDiff
2442	FRYL	1131.2	-0.3	0.05817	-	NoDiff
2443	BX255925.3	145.8	-0.4	0.0582	-	NoDiff
2444	UTP3	583.3	-0.3	0.05822	-	NoDiff
2445	ATP6V1E1	2222.3	-0.3	0.05847	-	NoDiff
2446	TMEM109	2144.4	-0.3	0.05849	-	NoDiff
2447	SORBS3	3545.1	-0.4	0.05849	-	NoDiff
2448	RAB2A	2790.2	-0.2	0.0586	-	NoDiff
2449	FMNL3	571.5	0.4	0.0586	-	NoDiff
2450	ZNF417	187	0.5	0.0586	-	NoDiff
2451	CHIC1	433	0.3	0.05871	-	NoDiff
2452	MEGF9	1369.7	-0.3	0.05875	-	NoDiff
2453	ELMO1	27.2	-1.8	0.05877	-	NoDiff
2454	FGF7	9199.8	0.2	0.05881	-	NoDiff
2455	CEMP1	94.8	1.1	0.05895	-	NoDiff
2456	COL27A1	451.5	1	0.05905	-	NoDiff
2457	RAB4B	250	-0.4	0.05908	-	NoDiff
2458	LCTL	22	1.2	0.05908	-	NoDiff
2459	VWA7	18.4	1.1	0.05908	-	NoDiff
2460	GAB2	1282.3	-0.4	0.05917	-	NoDiff
2461	SETD4	278.5	0.4	0.05917	-	NoDiff
2462	RAPGEF6	946.3	0.4	0.0594	-	NoDiff
2463	STRAP	1998.8	-0.2	0.05944	-	NoDiff
2464	SREBF1	1553.6	0.8	0.05945	-	NoDiff
2465	KRR1	877.7	0.3	0.05945	-	NoDiff
2466	MTHFD1	1031.5	-0.3	0.05948	-	NoDiff
2467	LRRC27	208.8	0.5	0.05948	-	NoDiff
2468	ZFP69B	23.2	1	0.05948	-	NoDiff
2469	NBAT1	12.9	2	0.05948	-	NoDiff
2470	MOSPD1	1012.1	-0.4	0.0596	-	NoDiff
2471	KPNB1	5470.7	-0.2	0.0596	-	NoDiff
2472	C11orf95	1106.8	0.5	0.0596	-	NoDiff
2473	CCDC114	6.8	1.8	0.05963	-	NoDiff
2474	ZBED1	680.5	-0.3	0.05973	-	NoDiff
2475	SEPT10P1	8.4	-1.5	0.05998	-	NoDiff
2476	TM6SF2	56.1	-0.6	0.06015	-	NoDiff
2477	MED17	391.5	-0.3	0.06017	-	NoDiff
2478	DENND5A	3453.9	-0.1	0.06017	-	NoDiff
2479	EFL1	428.5	0.3	0.06028	-	NoDiff
2480	ZNF22	396.8	-0.4	0.0603	-	NoDiff
2481	SVEP1	58277.4	-0.6	0.06033	-	NoDiff
2482	ARHGAP18	443.2	-0.3	0.06037	-	NoDiff
2483	AC008966.1	89.4	0.5	0.0606	-	NoDiff
2484	JMJD4	263.6	0.4	0.06079	-	NoDiff
2485	GDF11	675.9	0.3	0.06087	-	NoDiff
2486	RASSF2	1636.4	1	0.06089	-	NoDiff
2487	ARFRP1	381.9	0.3	0.06128	-	NoDiff
2488	AP002989.1	6.7	-2.3	0.06128	-	NoDiff
2489	AIG1	640.1	0.3	0.06141	-	NoDiff
2490	C2CD2L	167.7	-0.4	0.06141	-	NoDiff
2491	MAP1LC3C	133.6	-2.3	0.06141	-	NoDiff
2492	CRK	2295.6	-0.2	0.06144	-	NoDiff
2493	MIEN1	501.2	-0.2	0.06182	-	NoDiff
2494	AP3M2	394	0.4	0.06207	-	NoDiff
2495	PRR26	30.2	-1.5	0.06207	-	NoDiff
2496	ANXA11	7849.2	-0.3	0.06251	-	NoDiff
2497	ZSWIM3	106.9	0.5	0.06291	-	NoDiff
2498	POLH	789.6	0.3	0.06296	-	NoDiff
2499	SEC22C	1394.7	-0.4	0.06299	-	NoDiff
2500	AC133644.3	217.5	-0.6	0.06312	-	NoDiff
2501	RNF26	994.1	-0.2	0.0632	-	NoDiff
2502	GPR155	224.7	0.6	0.06329	-	NoDiff
2503	AC100810.1	204.9	0.4	0.06331	-	NoDiff
2504	INF2	2605.5	-0.3	0.06344	-	NoDiff
2505	WSB1	4293.5	-0.4	0.06355	-	NoDiff
2506	SHOC2	1267.4	-0.2	0.06357	-	NoDiff
2507	RNF14	944.6	-0.3	0.06366	-	NoDiff
2508	ABHD13	359.7	-0.3	0.06368	-	NoDiff
2509	EYA4	612.7	0.5	0.06373	-	NoDiff
2510	TRPS1	426.7	0.4	0.06377	-	NoDiff
2511	CAPZB	5028.6	-0.3	0.06391	-	NoDiff
2512	ZNF154	226.2	0.6	0.06391	-	NoDiff
2513	GTPBP4	829.3	-0.5	0.06417	-	NoDiff
2514	SEC61A2	135.3	0.4	0.06419	-	NoDiff
2515	SPSB3	564.5	-0.4	0.06419	-	NoDiff
2516	CC2D2A	827.8	0.3	0.06429	-	NoDiff
2517	MAST3	417	-0.4	0.06449	-	NoDiff
2518	MALL	98.7	1.2	0.06453	-	NoDiff
2519	DAPK3	1298.1	-0.3	0.06456	-	NoDiff
2520	PGPEP1	1156.9	0.4	0.06462	-	NoDiff
2521	CAPN15	559.3	-0.3	0.06464	-	NoDiff
2522	TOX	198.1	0.5	0.06472	-	NoDiff
2523	CELF2-AS1	40.4	-0.8	0.06473	-	NoDiff
2524	RC3H2	1375.6	-0.2	0.06525	-	NoDiff
2525	HSPB11	240.9	-0.3	0.06533	-	NoDiff
2526	ZBED3	316.3	0.5	0.06533	-	NoDiff
2527	CMPK1	2743.8	-0.3	0.06533	-	NoDiff
2528	LIN7B	34.1	0.8	0.06547	-	NoDiff
2529	TFAP2A	66.8	1.6	0.06561	-	NoDiff
2530	PRRT1	110.9	0.6	0.06561	-	NoDiff
2531	CLTB	883.5	-0.3	0.06565	-	NoDiff
2532	GAMT	375.6	0.3	0.06584	-	NoDiff
2533	AL109811.1	13.8	-1.3	0.06599	-	NoDiff
2534	NDRG3	855.6	0.5	0.06613	-	NoDiff
2535	AC007485.2	82.1	-0.7	0.06617	-	NoDiff
2536	PDZD2	93.1	-0.9	0.06642	-	NoDiff
2537	TOR1A	966.8	-0.2	0.06642	-	NoDiff
2538	COTL1	2185.1	-0.3	0.0667	-	NoDiff
2539	NBN	748.8	0.3	0.06674	-	NoDiff
2540	HADHA	4690.5	-0.2	0.06705	-	NoDiff
2541	ZNF197	492.1	0.2	0.06705	-	NoDiff
2542	ZNF503-AS2	58.9	0.7	0.06705	-	NoDiff
2543	ATG16L1	568.9	-0.3	0.06707	-	NoDiff
2544	PPAN	247.7	-0.7	0.06707	-	NoDiff
2545	GOLM1	1972.7	0.3	0.06707	-	NoDiff
2546	ST7	508.9	0.6	0.06713	-	NoDiff
2547	RNF10	2673.7	-0.1	0.06739	-	NoDiff
2548	CHKA	152.1	-0.4	0.06739	-	NoDiff
2549	DNALI1	306.7	0.3	0.06739	-	NoDiff
2550	ELMOD1	6.8	-1.6	0.06742	-	NoDiff
2551	ALG13	446.7	-0.3	0.06747	-	NoDiff
2552	ITPKC	954.6	-0.6	0.06751	-	NoDiff
2553	SPIRE2	110.4	0.7	0.06755	-	NoDiff
2554	KCNK15	196	1.3	0.06757	-	NoDiff
2555	SBF2	3548.8	-0.6	0.06771	-	NoDiff
2556	APOB	200.6	-1.3	0.06785	-	NoDiff
2557	AC073254.1	22.5	-1	0.06785	-	NoDiff
2558	TMEM259	2400.4	-0.2	0.06796	-	NoDiff
2559	BRMS1L	205.7	-0.4	0.06822	-	NoDiff
2560	ADIPOR1	1623.3	-0.3	0.06822	-	NoDiff
2561	WDR37	537.1	-0.3	0.06827	-	NoDiff
2562	WWC3	1535.1	-0.3	0.06836	-	NoDiff
2563	ZNF138	69.8	0.8	0.06845	-	NoDiff
2564	MAST2	1756.3	0.3	0.06857	-	NoDiff
2565	MPP2	138.4	0.7	0.06857	-	NoDiff
2566	AL928654.1	51.2	0.6	0.06884	-	NoDiff
2567	AC090984.1	17.1	-2.1	0.06887	-	NoDiff
2568	N6AMT1	232.5	0.5	0.06905	-	NoDiff
2569	ZNF474	10.9	-1.4	0.06908	-	NoDiff
2570	TPBG	1756.7	0.4	0.06913	-	NoDiff
2571	TMEM191A	10.3	-1.6	0.06913	-	NoDiff
2572	HLTF	847.9	0.3	0.06914	-	NoDiff
2573	AC090772.4	13.5	-1.5	0.06914	-	NoDiff
2574	TP53I3	786.4	0.3	0.06919	-	NoDiff
2575	GALNT11	1163.6	-0.2	0.06939	-	NoDiff
2576	NUMA1	7755.3	0.2	0.06941	-	NoDiff
2577	ZC2HC1C	27.8	0.8	0.06983	-	NoDiff
2578	NSMAF	1027.4	0.2	0.07013	-	NoDiff
2579	MTCL1	2104.8	0.5	0.07013	-	NoDiff
2580	LDOC1	656.9	0.2	0.07013	-	NoDiff
2581	AL157996.1	9	1.9	0.07013	-	NoDiff
2582	GGT5	528.9	-2.3	0.07017	-	NoDiff
2583	HPSE	58.3	-1.5	0.07017	-	NoDiff
2584	SLC9A9	940.6	-0.5	0.07017	-	NoDiff
2585	AC123768.4	66	0.5	0.07017	-	NoDiff
2586	B3GAT3	444.7	-0.4	0.07026	-	NoDiff
2587	BAALC-AS1	60	-1	0.07028	-	NoDiff
2588	NUP50	1398.4	-0.3	0.07038	-	NoDiff
2589	ZBTB34	404.7	-0.3	0.07038	-	NoDiff
2590	VIM	89155.2	0.3	0.07042	-	NoDiff
2591	YIPF2	668.5	0.3	0.07056	-	NoDiff
2592	PIDD1	504.7	0.6	0.07076	-	NoDiff
2593	LRRK2	1021.9	-0.5	0.07076	-	NoDiff
2594	AC092143.2	14.4	1.7	0.07076	-	NoDiff
2595	ERMP1	591	-0.3	0.07107	-	NoDiff
2596	FHOD1	384.2	0.6	0.07117	-	NoDiff
2597	ATP7A	614.6	0.2	0.07117	-	NoDiff
2598	B3GALT4	176	-0.5	0.07142	-	NoDiff
2599	RASAL2	932.6	-0.4	0.07143	-	NoDiff
2600	KIF11	157.5	0.5	0.07158	-	NoDiff
2601	AL590560.2	164.1	0.9	0.0716	-	NoDiff
2602	AC020763.4	120.2	-0.7	0.0716	-	NoDiff
2603	PCSK7	1569	-0.5	0.07173	-	NoDiff
2604	RFC2	135.8	0.4	0.07182	-	NoDiff
2605	PTPRJ	417.8	-0.4	0.07183	-	NoDiff
2606	IPO9	2251.2	0.3	0.07233	-	NoDiff
2607	FH	944.8	-0.3	0.07251	-	NoDiff
2608	SNX15	328.1	-0.3	0.07251	-	NoDiff
2609	PIGC	325.8	-0.3	0.07251	-	NoDiff
2610	KATNAL1	626.9	-0.3	0.07252	-	NoDiff
2611	SNIP1	410	-0.3	0.07268	-	NoDiff
2612	ZNF546	118.1	0.5	0.07274	-	NoDiff
2613	ARF6	1739.5	-0.3	0.07275	-	NoDiff
2614	CCNYL1	484.4	-0.4	0.07289	-	NoDiff
2615	USP11	1444.2	0.2	0.07298	-	NoDiff
2616	USP9X	5451.8	-0.3	0.07298	-	NoDiff
2617	RLIM	1174.6	-0.2	0.07298	-	NoDiff
2618	UBLCP1	747	-0.3	0.07298	-	NoDiff
2619	KLHDC2	1356.5	-0.3	0.07298	-	NoDiff
2620	TOM1L1	212.2	-0.6	0.07303	-	NoDiff
2621	LZTR1	1558.1	-0.3	0.07334	-	NoDiff
2622	MLX	656	-0.3	0.07351	-	NoDiff
2623	MPPE1	724	-0.3	0.07351	-	NoDiff
2624	SLC31A2	153	-0.6	0.07368	-	NoDiff
2625	PRPS1	604.5	0.5	0.07368	-	NoDiff
2626	NDUFA6-DT	96.2	0.5	0.07368	-	NoDiff
2627	AC040160.1	32.2	0.8	0.07368	-	NoDiff
2628	OAS3	201	0.5	0.07373	-	NoDiff
2629	CDKN2B-AS1	35.4	0.9	0.0738	-	NoDiff
2630	TMEM198B	949.3	-0.4	0.07383	-	NoDiff
2631	SLC2A4RG	960.5	0.4	0.07395	-	NoDiff
2632	PTP4A2	3910.1	-0.2	0.07399	-	NoDiff
2633	ERBIN	2685.5	-0.3	0.07416	-	NoDiff
2634	YWHAB	5355.7	-0.1	0.07418	-	NoDiff
2635	ANGPTL5	21	-1.8	0.07418	-	NoDiff
2636	TP53	836.2	0.5	0.07422	-	NoDiff
2637	HLF	51.7	-1.3	0.07433	-	NoDiff
2638	ECI1	388.5	-0.4	0.07436	-	NoDiff
2639	AC015813.6	140.1	0.4	0.0744	-	NoDiff
2640	KLHL29	966.4	-0.4	0.07443	-	NoDiff
2641	TCTN3	2157.3	0.4	0.07443	-	NoDiff
2642	KIF20B	167.5	0.4	0.07443	-	NoDiff
2643	FAM32A	1612.5	-0.2	0.07451	-	NoDiff
2644	NFYC	409.7	0.3	0.07486	-	NoDiff
2645	CCDC85C	257.7	0.6	0.07492	-	NoDiff
2646	TMEM132A	443.1	0.5	0.07516	-	NoDiff
2647	NAB1	594.8	0.4	0.07546	-	NoDiff
2648	AL121749.1	8.5	1.4	0.07554	-	NoDiff
2649	LHX4	80.5	0.7	0.07574	-	NoDiff
2650	BRSK1	148.1	0.6	0.07588	-	NoDiff
2651	TMEM208	281.1	-0.3	0.07611	-	NoDiff
2652	SLC35A2	354.2	-0.3	0.07618	-	NoDiff
2653	C11orf45	58.4	0.6	0.07626	-	NoDiff
2654	STOML1	342.7	0.3	0.07627	-	NoDiff
2655	NCDN	1045.4	0.4	0.07631	-	NoDiff
2656	ELN	7483.8	-0.9	0.07631	-	NoDiff
2657	CCN4	552.7	0.7	0.07631	-	NoDiff
2658	ZCCHC9	596.8	0.4	0.07631	-	NoDiff
2659	FAM124A	336.7	-0.6	0.07631	-	NoDiff
2660	FJX1	153	-0.6	0.07631	-	NoDiff
2661	CHSY3	41.6	-1	0.07631	-	NoDiff
2662	TIMM23	662.6	-0.2	0.07631	-	NoDiff
2663	BBS7	636.3	-0.4	0.07633	-	NoDiff
2664	ZBTB49	69.8	0.6	0.07651	-	NoDiff
2665	OGA	3135.1	-0.2	0.07656	-	NoDiff
2666	CORO1B	1986.7	-0.3	0.07661	-	NoDiff
2667	MIGA1	541	-0.4	0.07687	-	NoDiff
2668	ZFPM2	493.1	0.5	0.07748	-	NoDiff
2669	SGMS1	1240.4	0.4	0.07749	-	NoDiff
2670	ZNF618	651.6	0.5	0.07757	-	NoDiff
2671	HDAC9	373.1	0.5	0.07764	-	NoDiff
2672	CDH10	70.5	1.7	0.07765	-	NoDiff
2673	MIR17HG	7.5	-1.5	0.07766	-	NoDiff
2674	SH3RF3-AS1	64.6	-0.7	0.07768	-	NoDiff
2675	SLC7A8	1831.3	-0.7	0.07783	-	NoDiff
2676	STARD10	97.7	0.7	0.07809	-	NoDiff
2677	C2orf16	70.8	0.7	0.07809	-	NoDiff
2678	RAB35	1106.6	-0.3	0.07828	-	NoDiff
2679	NOTCH3	882.8	-0.6	0.07847	-	NoDiff
2680	TICAM1	257.8	-0.3	0.07847	-	NoDiff
2681	CYB5R2	220.8	-0.4	0.07847	-	NoDiff
2682	LETM1	651.4	-0.3	0.07852	-	NoDiff
2683	SLC7A11	879.1	1.1	0.07854	-	NoDiff
2684	TMEM87B	1126.9	-0.6	0.07867	-	NoDiff
2685	MAPKAPK2	2467.9	-0.2	0.07875	-	NoDiff
2686	VEGFD	191.8	0.9	0.07875	-	NoDiff
2687	POMP	1020.3	-0.4	0.07901	-	NoDiff
2688	INPP5D	20.2	1.6	0.07901	-	NoDiff
2689	LRRC15	217.2	2.4	0.07904	-	NoDiff
2690	ZNF436	738.6	0.4	0.07906	-	NoDiff
2691	ZMYM5	275.6	0.3	0.07906	-	NoDiff
2692	THTPA	246.3	0.3	0.07906	-	NoDiff
2693	CAMKK2	1153.6	-0.2	0.0796	-	NoDiff
2694	UBA3	1158.3	-0.2	0.07965	-	NoDiff
2695	PMP22	6951.7	0.3	0.07974	-	NoDiff
2696	REXO1	390.1	-0.3	0.07984	-	NoDiff
2697	TMEM241	129	-0.4	0.07993	-	NoDiff
2698	CARS2	871.8	-0.4	0.07996	-	NoDiff
2699	GEM	1989.7	-0.5	0.07996	-	NoDiff
2700	CORO7	241.2	-0.6	0.08002	-	NoDiff
2701	AC020915.1	11.9	1.5	0.08009	-	NoDiff
2702	SYCE2	6.5	-2	0.08012	-	NoDiff
2703	MIAT	100.8	1.6	0.08018	-	NoDiff
2704	GADL1	21.2	1.2	0.08022	-	NoDiff
2705	BRI3	2027.3	-0.2	0.0803	-	NoDiff
2706	NSUN6	102.3	0.5	0.08051	-	NoDiff
2707	TRAF2	140.3	0.3	0.08072	-	NoDiff
2708	GPRIN1	79.7	0.5	0.08072	-	NoDiff
2709	ALOX12	32.3	0.9	0.08116	-	NoDiff
2710	DAPK2	732.2	-1.6	0.08117	-	NoDiff
2711	WASL	1418.7	-0.3	0.08118	-	NoDiff
2712	AAMDC	287.5	-0.3	0.08127	-	NoDiff
2713	CCDC200	15.1	1	0.08129	-	NoDiff
2714	AL159978.1	32.5	-1	0.08129	-	NoDiff
2715	ORAI2	794.8	0.5	0.0815	-	NoDiff
2716	LRRC37A16P	159.1	0.5	0.08158	-	NoDiff
2717	TRIOBP	5120.8	0.4	0.08181	-	NoDiff
2718	AMPD3	767	-0.6	0.08223	-	NoDiff
2719	RBMS1	3875.5	-0.2	0.08233	-	NoDiff
2720	STAT2	7431.5	-0.1	0.08252	-	NoDiff
2721	AC144652.1	6.3	2.1	0.08268	-	NoDiff
2722	KLRA1P	57	0.6	0.0827	-	NoDiff
2723	TBC1D2	273.4	-0.5	0.0828	-	NoDiff
2724	AC012651.1	141.7	-0.7	0.08287	-	NoDiff
2725	AC244669.2	17.4	-1.5	0.08287	-	NoDiff
2726	AATF	728.2	-0.2	0.08287	-	NoDiff
2727	KIAA1211	82.5	1.3	0.08322	-	NoDiff
2728	LRRC56	34.3	0.7	0.08324	-	NoDiff
2729	TTLL6	8.9	-1.8	0.08341	-	NoDiff
2730	AC006059.1	38.5	-1.1	0.08351	-	NoDiff
2731	HIVEP1	474.7	0.4	0.08359	-	NoDiff
2732	UBC	29781.3	-0.2	0.08365	-	NoDiff
2733	CAST	8369.1	-0.3	0.08382	-	NoDiff
2734	LMLN	342.3	0.3	0.08383	-	NoDiff
2735	CCDC18-AS1	233.9	0.4	0.08383	-	NoDiff
2736	DUSP22	745	-0.4	0.08389	-	NoDiff
2737	RTN4RL2	72.6	1.1	0.08389	-	NoDiff
2738	ZNF177	50.6	0.8	0.08389	-	NoDiff
2739	AL132656.2	56	-0.6	0.08389	-	NoDiff
2740	AP003071.4	137.7	-0.6	0.08409	-	NoDiff
2741	ACTR8	619.6	0.2	0.08417	-	NoDiff
2742	PGGHG	596.6	-0.4	0.08428	-	NoDiff
2743	COL28A1	7.6	-1.7	0.08454	-	NoDiff
2744	PKD1P6	535.9	-0.6	0.08454	-	NoDiff
2745	SLC2A11	193.8	0.5	0.085	-	NoDiff
2746	PML	1443.3	-0.2	0.085	-	NoDiff
2747	ZNF441	192.6	0.3	0.085	-	NoDiff
2748	DZIP3	716	0.2	0.08515	-	NoDiff
2749	RAB40A	53.7	-0.8	0.08524	-	NoDiff
2750	PPFIBP1	1607.4	0.4	0.08527	-	NoDiff
2751	IFI35	382.7	-0.3	0.08533	-	NoDiff
2752	FGF10	130.2	1.3	0.08533	-	NoDiff
2753	CLNS1A	1080.6	0.2	0.08533	-	NoDiff
2754	DEPTOR	32.2	0.8	0.08533	-	NoDiff
2755	IER5L	567.5	0.6	0.08533	-	NoDiff
2756	AC067750.1	76.2	-0.6	0.08533	-	NoDiff
2757	CCSAP	135.8	0.4	0.08544	-	NoDiff
2758	OR7E12P	70.9	0.7	0.08544	-	NoDiff
2759	USP51	52.1	0.6	0.08545	-	NoDiff
2760	RALB	1103.4	-0.2	0.08575	-	NoDiff
2761	FAM76A	176.4	-0.4	0.08591	-	NoDiff
2762	RNASE4	912.8	-0.7	0.08599	-	NoDiff
2763	PRG4	24.9	-1.6	0.08602	-	NoDiff
2764	C12orf29	298.6	-0.4	0.08602	-	NoDiff
2765	SETD5	2188	0.3	0.08609	-	NoDiff
2766	FBXL7	659.3	-0.5	0.08615	-	NoDiff
2767	WBP1	867.5	0.3	0.08615	-	NoDiff
2768	MGLL	4323.5	-0.4	0.0862	-	NoDiff
2769	CRYM	12	1.6	0.0862	-	NoDiff
2770	ELL	379.4	-0.3	0.0862	-	NoDiff
2771	NPRL2	249	0.4	0.0862	-	NoDiff
2772	NUDT16L1	238.5	-0.3	0.0862	-	NoDiff
2773	IPO7	3590.6	-0.2	0.0862	-	NoDiff
2774	AC007285.1	12.2	-1.5	0.0862	-	NoDiff
2775	ABHD17C	499.8	-0.5	0.08622	-	NoDiff
2776	ARHGEF19	94.7	-1	0.0863	-	NoDiff
2777	UBXN11	171.5	0.4	0.0863	-	NoDiff
2778	NEU1	952	0.3	0.0863	-	NoDiff
2779	RHOBTB2	804.4	-0.5	0.08653	-	NoDiff
2780	ENOSF1	391.2	0.5	0.08653	-	NoDiff
2781	LAMC1-AS1	20.7	-0.8	0.08658	-	NoDiff
2782	TDP1	192.3	0.4	0.08664	-	NoDiff
2783	SYNC	1406.9	0.3	0.08664	-	NoDiff
2784	PTPRM	3114.8	-0.3	0.08676	-	NoDiff
2785	TPM1-AS	33.7	-1	0.08676	-	NoDiff
2786	AC008443.1	58.1	-0.6	0.08681	-	NoDiff
2787	B3GNT5	201.9	-0.9	0.08731	-	NoDiff
2788	SP110	591	-0.4	0.08732	-	NoDiff
2789	AC009779.3	208.7	0.5	0.08733	-	NoDiff
2790	SMG6	1470	0.3	0.08734	-	NoDiff
2791	PLD1	785	0.5	0.08735	-	NoDiff
2792	B3GNT8	87.8	-0.6	0.08747	-	NoDiff
2793	NISCH	2520.6	0.2	0.08748	-	NoDiff
2794	RAI14	5148.7	-0.5	0.08762	-	NoDiff
2795	ARHGAP27P1-BPTFP1-KPNA2P3	220.6	-0.5	0.08766	-	NoDiff
2796	ACAP3	1054.4	0.6	0.08777	-	NoDiff
2797	PARD3B	2234.6	-0.5	0.08779	-	NoDiff
2798	C12orf76	261.7	-0.3	0.08827	-	NoDiff
2799	NUAK2	85.9	-0.9	0.08849	-	NoDiff
2800	TNFAIP2	864.2	0.7	0.0885	-	NoDiff
2801	AGPAT5	245.7	-0.5	0.08861	-	NoDiff
2802	INSIG1	282.6	0.9	0.08861	-	NoDiff
2803	USP39	992.4	-0.3	0.0887	-	NoDiff
2804	RTN2	412.9	-0.4	0.08878	-	NoDiff
2805	PER2	104.2	0.8	0.08878	-	NoDiff
2806	AUTS2	560	-0.4	0.08902	-	NoDiff
2807	NOP16	187.7	-0.4	0.0891	-	NoDiff
2808	PNP	113.3	-0.7	0.08917	-	NoDiff
2809	THSD4	3096	0.6	0.08919	-	NoDiff
2810	ADAM17	1391.6	-0.3	0.08928	-	NoDiff
2811	SAR1A	3430.5	-0.3	0.08929	-	NoDiff
2812	ALDH18A1	1421.7	0.4	0.08949	-	NoDiff
2813	CLUAP1	665	0.3	0.08949	-	NoDiff
2814	LYN	140.9	-0.6	0.08949	-	NoDiff
2815	ADCK2	298.4	-0.5	0.08972	-	NoDiff
