ID	baseMean	log2FoldChange	padj	Label	Level
SH3BP5	1289.3	0.9	0.00131	-	NoDiff
RBM4B	322.1	0.5	0.00131	-	NoDiff
TRIM2	1303.3	0.8	0.001328	-	NoDiff
PPM1D	405	0.6	0.001334	-	NoDiff
ARHGEF25	1236	-0.5	0.001339	-	NoDiff
NF2	2594.3	-0.9	0.001346	-	NoDiff
LINC02202	149	-1.5	0.001346	-	treat_DW
C15orf41	319.8	0.6	0.001347	-	NoDiff
GIT1	1174.3	-0.5	0.00135	-	NoDiff
PSIP1	1624.2	0.4	0.001355	-	NoDiff
CALD1	22732.8	-0.7	0.001356	-	NoDiff
SPATS2	638.8	0.5	0.001366	-	NoDiff
PPP2CB	1936.4	-0.5	0.00137	-	NoDiff
ITGA2	832.7	0.9	0.00137	-	NoDiff
EHMT2	1175	0.5	0.00137	-	NoDiff
AL035681.1	63	1.6	0.001375	-	treat_UP
NBEAL2	169.9	-0.8	0.001396	-	NoDiff
PLXDC1	635.4	1.3	0.001401	-	treat_UP
C1GALT1C1	543.4	-0.5	0.001406	-	NoDiff
PHOSPHO2	95.3	-1.3	0.001407	-	treat_DW
TLE3	444.2	0.5	0.001408	-	NoDiff
ABHD15	433.9	-0.6	0.001408	-	NoDiff
QPCTL	147.6	-0.7	0.001417	-	NoDiff
ABCB10	303.6	-0.4	0.001417	-	NoDiff
ZNF630	26.4	1.4	0.001437	-	treat_UP
ITGA10	252.1	-3.1	0.00144	-	treat_DW
PRKG1	1579.8	0.6	0.00144	-	NoDiff
GPAT3	117.1	-1	0.001448	-	treat_DW
C2CD2	961.6	-1.1	0.00147	-	treat_DW
MOB3A	931.5	-0.5	0.001487	-	NoDiff
HSPB1	8269.3	-0.4	0.001523	-	NoDiff
TNFRSF1B	522.9	-0.8	0.001537	-	NoDiff
AIDA	3860.4	-0.4	0.001559	-	NoDiff
AC011472.3	8.4	-6.6	0.001559	-	treat_DW
SLC33A1	857.9	-0.4	0.001563	-	NoDiff
AHCYL2	536.9	0.8	0.001567	-	NoDiff
JAG1	1227.6	0.5	0.001576	-	NoDiff
BIRC6	3139.7	-0.3	0.001584	-	NoDiff
CTTNBP2	340.5	1.1	0.001597	-	treat_UP
SEC24B	1238.1	-0.4	0.001599	-	NoDiff
TPCN2	435.6	-0.5	0.001599	-	NoDiff
VWCE	247	1.3	0.001599	-	treat_UP
CAT	2097.1	-0.7	0.001604	-	NoDiff
SNHG3	345.2	-0.6	0.001621	-	NoDiff
COG6	612.4	0.5	0.001633	-	NoDiff
RAB5IF	623.7	-0.5	0.001642	-	NoDiff
DTWD1	1634.9	0.4	0.001662	-	NoDiff
DMC1	43.3	-1.6	0.001676	-	treat_DW
UNC93B1	331.5	-0.6	0.001676	-	NoDiff
PARPBP	180.7	0.6	0.001679	-	NoDiff
TCEAL7	402.1	0.5	0.00172	-	NoDiff
CD37	26.2	1.8	0.001747	-	treat_UP
OTULINL	26.5	-3.2	0.001761	-	treat_DW
MTERF4	479.7	0.4	0.001773	-	NoDiff
SEPT8	1997.3	0.3	0.001773	-	NoDiff
AL353150.1	143.6	-0.8	0.00178	-	NoDiff
FAM43A	564.6	-1.2	0.0018	-	treat_DW
ADGRA3	656.4	0.8	0.001801	-	NoDiff
SLC26A10	43.9	-1.2	0.001811	-	treat_DW
MBD2	1413.3	-0.5	0.001815	-	NoDiff
ASTE1	119.2	0.6	0.001833	-	NoDiff
RNPEPL1	1024.5	-0.5	0.001834	-	NoDiff
RHOJ	692.8	1.3	0.001838	-	treat_UP
TMBIM1	5288.9	-0.5	0.00184	-	NoDiff
SLC7A5	437.4	1.1	0.001845	-	treat_UP
SLC25A25	351.2	-0.4	0.001845	-	NoDiff
ZNF184	156.1	0.6	0.001848	-	NoDiff
GCNT4	427.6	-1.9	0.001849	-	treat_DW
ZMAT3	4266.9	0.4	0.001866	-	NoDiff
TEAD4	114.8	-0.8	0.001881	-	NoDiff
KLHDC7B	16.8	4.1	0.001891	-	treat_UP
DOP1A	521.7	0.5	0.0019	-	NoDiff
IFT81	572.6	-0.5	0.001912	-	NoDiff
DOK6	213	1.3	0.001922	-	treat_UP
SCAP	1560.7	-0.3	0.001923	-	NoDiff
COL9A2	67.4	0.8	0.001924	-	NoDiff
NR1D2	1119.5	0.6	0.00193	-	NoDiff
TAGLN	12586.8	-1.3	0.001932	-	treat_DW
GCAT	120.3	-0.6	0.001934	-	NoDiff
CYB5A	983.3	-0.5	0.001961	-	NoDiff
ADAT2	170	1	0.00197	-	treat_UP
LASP1	8439.7	-0.4	0.001971	-	NoDiff
DRP2	109.1	1	0.001971	-	treat_UP
MICAL2	2022.3	-1	0.001971	-	treat_DW
RELCH	639.6	-0.3	0.001971	-	NoDiff
AMMECR1L	629.4	-0.3	0.001971	-	NoDiff
SAMD5	319.8	0.9	0.001971	-	NoDiff
KCTD20	2400.1	-0.5	0.001978	-	NoDiff
STK3	660.7	0.5	0.001988	-	NoDiff
JAK2	697.3	-0.6	0.002015	-	NoDiff
RASL11B	121.2	-3.9	0.002021	-	treat_DW
UNC5B	555.1	1	0.002078	-	treat_UP
RASSF3	1247.3	-0.4	0.002086	-	NoDiff
RTTN	218.8	0.5	0.002094	-	NoDiff
ENTPD6	973.8	-0.3	0.002115	-	NoDiff
GSTA4	417.6	0.7	0.002116	-	NoDiff
FNDC3B	5813.3	-0.6	0.002117	-	NoDiff
KCNMA1	862.9	0.6	0.00214	-	NoDiff
VPS4A	1237	-0.3	0.002147	-	NoDiff
C6orf132	328.1	-0.7	0.002162	-	NoDiff
ZNF74	141.4	0.8	0.002167	-	NoDiff
SERPINH1	6822	0.6	0.002169	-	NoDiff
OLAH	7.5	-3	0.002172	-	treat_DW
HPS3	740	0.4	0.002199	-	NoDiff
GABARAPL2	1388.8	-0.3	0.002213	-	NoDiff
NPAS2	367.8	-1	0.002213	-	treat_DW
MFSD14B	1495	-0.4	0.002244	-	NoDiff
SESN3	2823.3	0.5	0.002256	-	NoDiff
GRK5	3080.5	-0.5	0.002256	-	NoDiff
MAP4K3	1400.3	-0.8	0.002259	-	NoDiff
ZNF365	106.9	1	0.002297	-	treat_UP
CSRNP3	38.6	1.4	0.002297	-	treat_UP
AL139393.3	126	2	0.002299	-	treat_UP
ITFG2	298.3	0.4	0.002374	-	NoDiff
N4BP3	64	1.3	0.002374	-	treat_UP
ACOT2	403.2	-0.8	0.002378	-	NoDiff
FAM161B	196.9	0.5	0.002378	-	NoDiff
GTF2H1	1351.6	-0.3	0.002399	-	NoDiff
EMC8	388.6	-0.5	0.002406	-	NoDiff
PPARG	518.2	-1	0.002407	-	treat_DW
LIMS2	656.6	-1.2	0.002415	-	treat_DW
KLLN	29.5	1.2	0.002415	-	treat_UP
SRBD1	274.1	0.6	0.002419	-	NoDiff
CHST3	1044.1	-0.8	0.002426	-	NoDiff
ALDH1B1	683.4	-1	0.002429	-	treat_DW
PPM1B	818.6	-0.6	0.002433	-	NoDiff
HGF	1221.4	0.9	0.002452	-	NoDiff
FOXM1	189.6	0.6	0.002452	-	NoDiff
ASTN2	180.3	0.6	0.002452	-	NoDiff
ENC1	760.3	1.2	0.002452	-	treat_UP
NRBP2	1415.2	-0.5	0.002452	-	NoDiff
OLFML1	1354.2	0.9	0.002492	-	NoDiff
AL137003.2	62.9	1.4	0.002525	-	treat_UP
HBA1	9.7	2.9	0.002543	-	treat_UP
ZFP36L1	3918	0.6	0.002559	-	NoDiff
AC000403.1	19.5	1.7	0.002563	-	treat_UP
AC011503.1	8.2	-3.4	0.002569	-	treat_DW
TNIP2	644.9	-0.5	0.002571	-	NoDiff
GOLGA2P7	419.2	0.9	0.002584	-	NoDiff
FAIM2	171.7	1.8	0.002608	-	treat_UP
FAH	368.7	0.5	0.002641	-	NoDiff
PCNA	884.6	0.6	0.002651	-	NoDiff
GGA2	1226.4	0.6	0.002707	-	NoDiff
VAPA	2534.8	-0.4	0.00272	-	NoDiff
DENND2A	2624.3	-0.4	0.002721	-	NoDiff
TEAD3	1586.9	-0.6	0.002724	-	NoDiff
MAT2B	1705.7	-0.5	0.002729	-	NoDiff
WDR77	477.8	-0.5	0.002731	-	NoDiff
VPS37A	950.1	-0.5	0.002731	-	NoDiff
RALGDS	596	0.5	0.002732	-	NoDiff
FAM171A2	294.9	0.9	0.002732	-	NoDiff
MCMBP	1093.3	-0.4	0.002732	-	NoDiff
SAMD9L	822.1	0.5	0.002733	-	NoDiff
CAV2	1475.3	-0.6	0.002746	-	NoDiff
PRDX6	3653	-0.4	0.002748	-	NoDiff
CABIN1	1651.8	-0.6	0.00275	-	NoDiff
TCEA1	2425	0.3	0.00275	-	NoDiff
PSMA5	1038.1	-0.4	0.002776	-	NoDiff
HACD2	616.7	-0.5	0.002776	-	NoDiff
PNPLA8	958	-0.5	0.002785	-	NoDiff
RAB11FIP3	1962.1	-0.5	0.002793	-	NoDiff
KIF5B	4450.8	-0.5	0.002794	-	NoDiff
PDPN	1058.3	-1.7	0.002801	-	treat_DW
PDGFA	67.5	-1	0.002837	-	treat_DW
ADM	17288.5	-0.6	0.002844	-	NoDiff
TMEM117	173.2	0.6	0.002855	-	NoDiff
CPNE3	2747.7	-0.4	0.002869	-	NoDiff
USP22	5126.2	0.3	0.002873	-	NoDiff
COMTD1	69.3	-1	0.002873	-	treat_DW
NAA20	633.6	-0.5	0.002873	-	NoDiff
GPR137B	657.2	-0.5	0.002886	-	NoDiff
MFAP2	671.5	0.6	0.002886	-	NoDiff
TANC2	2163.1	-0.8	0.002887	-	NoDiff
USP53	8742.5	-2.4	0.002913	-	treat_DW
PRR13	1768	-0.4	0.002913	-	NoDiff
SERTM2	6.5	-5.5	0.002913	-	treat_DW
FBLN5	9355.6	-0.3	0.002941	-	NoDiff
AFAP1	2107.1	0.6	0.002955	-	NoDiff
NBPF1	917.5	0.6	0.002959	-	NoDiff
STX6	1002.2	-0.4	0.002964	-	NoDiff
RILPL2	722.9	-0.5	0.003006	-	NoDiff
NUP93	605.6	-0.4	0.003027	-	NoDiff
RASL12	1045.8	1	0.003027	-	treat_UP
FOXP1	1788.8	0.4	0.003027	-	NoDiff
EMP3	2253.7	0.5	0.003027	-	NoDiff
APOOL	595.2	-0.7	0.003027	-	NoDiff
CXCL16	168.8	1	0.003027	-	treat_UP
ARHGAP42	135.5	1	0.003027	-	treat_UP
SERPINB9	194.9	-0.6	0.003027	-	NoDiff
MYO1C	8243.7	-0.5	0.003027	-	NoDiff
MYOSLID	10.2	-2.7	0.003027	-	treat_DW
AC102945.2	125.8	-0.8	0.003027	-	NoDiff
AC134043.2	76	-1.5	0.003027	-	treat_DW
BEX3	2904.1	-0.4	0.00304	-	NoDiff
USP47	2868.9	-0.5	0.003044	-	NoDiff
FBRSL1	492.2	-0.6	0.003048	-	NoDiff
RASL10B	142	-1	0.003088	-	treat_DW
CFAP69	255.8	-0.9	0.003114	-	NoDiff
TXLNA	3813.4	-0.4	0.003115	-	NoDiff
TSKU	1021.4	-0.9	0.003115	-	NoDiff
SQSTM1	17267.1	0.6	0.003148	-	NoDiff
ARHGEF3	557.5	0.9	0.003148	-	NoDiff
IGF1R	4560.7	-0.5	0.003151	-	NoDiff
QPCT	344.1	-1.1	0.003153	-	treat_DW
IVNS1ABP	729.7	0.6	0.003215	-	NoDiff
AC078850.1	7.6	-3.5	0.003225	-	treat_DW
KLHL38	42.4	-1	0.003228	-	treat_DW
RFLNB	1164.2	-0.7	0.003235	-	NoDiff
CAMK4	84.5	1.7	0.003257	-	treat_UP
CASC15	98.1	1.2	0.003263	-	treat_UP
MCTP1	156.3	-1.7	0.003275	-	treat_DW
TEAD1	8342.3	-0.7	0.003282	-	NoDiff
MCM2	162.8	0.6	0.003294	-	NoDiff
FGF22	10.8	-2.3	0.003329	-	treat_DW
OSGEP	296.5	0.4	0.003353	-	NoDiff
CMTM4	511.9	-0.7	0.003358	-	NoDiff
ENTPD1	906.5	0.5	0.003359	-	NoDiff
ZBTB12	120.1	0.8	0.003369	-	NoDiff
RAB29	1198.9	-0.4	0.003381	-	NoDiff
MMS22L	208.8	0.5	0.003384	-	NoDiff
MBNL1	6040	-0.7	0.003402	-	NoDiff
NLRP1	1512.9	0.5	0.003426	-	NoDiff
LBH	12927.8	-1.3	0.003427	-	treat_DW
LPCAT3	948.8	-0.4	0.003434	-	NoDiff
LRRC25	11.5	2.3	0.003435	-	treat_UP
TBKBP1	454.1	-0.4	0.003435	-	NoDiff
SLC35F6	1050.2	-0.3	0.003435	-	NoDiff
PIEZO2	151.1	2.2	0.003441	-	treat_UP
FSTL1	69742.6	-0.8	0.003481	-	NoDiff
GPC4	465	-0.9	0.00351	-	NoDiff
SGCB	3069.8	-0.5	0.00351	-	NoDiff
PYCR2	709.9	-0.4	0.003519	-	NoDiff
EYA1	100.8	0.8	0.003521	-	NoDiff
MICAL1	1318.2	-0.4	0.00355	-	NoDiff
PLEKHA8	467	-0.6	0.003561	-	NoDiff
DIAPH2	1291.9	-0.6	0.003576	-	NoDiff
ADRA2A	40.8	2.3	0.003583	-	treat_UP
SOCS1	222	1.1	0.003616	-	treat_UP
OAS2	78.3	0.9	0.003619	-	NoDiff
GLUD1	2926.3	-0.2	0.003631	-	NoDiff
ATAD3B	263.6	-0.5	0.003681	-	NoDiff
RBFOX2	5507.4	0.4	0.003682	-	NoDiff
SAMD8	1554.9	-0.5	0.003682	-	NoDiff
SCN7A	5014.7	-1.4	0.00369	-	treat_DW
CEBPG	380.3	0.6	0.00369	-	NoDiff
DLAT	465.2	-0.4	0.003692	-	NoDiff
TPD52L2	3761.6	-0.3	0.003702	-	NoDiff
LAMC1	33707.9	-0.6	0.003735	-	NoDiff
EVL	857.3	0.5	0.003735	-	NoDiff
PIGA	172.3	-0.9	0.003818	-	NoDiff
CHDH	99.1	1.5	0.003847	-	treat_UP
ABCC3	412.6	-1	0.003847	-	treat_DW
ACTR3	3631	-0.5	0.003853	-	NoDiff
KLC1	2457.1	-0.3	0.003859	-	NoDiff
DCAF1	634	-0.4	0.003923	-	NoDiff
BRCA2	75.9	1.4	0.003928	-	treat_UP
NR2F2	3199.2	-0.8	0.003939	-	NoDiff
COMMD9	443.1	0.4	0.003945	-	NoDiff
WDR1	9663.1	-0.7	0.003946	-	NoDiff
PQLC1	722.4	-0.4	0.003946	-	NoDiff
C20orf194	1549.1	-0.3	0.003949	-	NoDiff
USP3	424.1	0.5	0.003949	-	NoDiff
RAB11FIP1	1427.8	-1.4	0.003949	-	treat_DW
IZUMO4	38.2	-1.2	0.003965	-	treat_DW
PTPN12	1635.6	-0.3	0.003968	-	NoDiff
RP2	428.9	-0.5	0.003987	-	NoDiff
ACER3	334.8	-0.8	0.004001	-	NoDiff
PRKACB	1018.3	0.5	0.004024	-	NoDiff
NCAM2	1345	0.9	0.004024	-	NoDiff
ZNF3	422.9	0.6	0.004024	-	NoDiff
ERVMER34-1	8.2	-3	0.004039	-	treat_DW
MEF2A	1744.9	-0.5	0.00404	-	NoDiff
ATL3	3641.3	-0.7	0.004043	-	NoDiff
PLCG2	30.6	-2.4	0.004122	-	treat_DW
ITPR2	225.7	-0.9	0.004132	-	NoDiff
SOBP	310.3	0.9	0.004157	-	NoDiff
HPS4	639	0.4	0.004179	-	NoDiff
MOSMO	462.8	-0.7	0.00424	-	NoDiff
ST13	6291.1	0.3	0.004323	-	NoDiff
BVES	438.7	-0.5	0.004323	-	NoDiff
CNIH4	967.9	-0.4	0.004342	-	NoDiff
HIPK2	2618	-0.6	0.004343	-	NoDiff
LNPEP	1332.5	-0.5	0.004356	-	NoDiff
ZDHHC13	202.7	-0.6	0.004356	-	NoDiff
ITM2B	15117	-0.5	0.00436	-	NoDiff
KIFC2	366.8	-0.7	0.004394	-	NoDiff
ACVR1B	736.5	-0.3	0.004396	-	NoDiff
IFT80	1548.4	0.5	0.004403	-	NoDiff
ARHGAP31	332.9	0.8	0.004428	-	NoDiff
CDS2	2101.9	-0.6	0.004428	-	NoDiff
HEG1	12145.9	-0.7	0.004469	-	NoDiff
SELENOM	2057.4	-0.2	0.004469	-	NoDiff
KCNT2	141.6	-0.9	0.004488	-	NoDiff
PSMD10	618.4	0.4	0.004529	-	NoDiff
E2F7	39.1	1.4	0.004529	-	treat_UP
TIPARP	391.1	-0.5	0.004548	-	NoDiff
WBP4	393.3	-0.4	0.004614	-	NoDiff
EVI5L	564.2	0.3	0.004621	-	NoDiff
COPRS	791.8	0.5	0.004621	-	NoDiff
TMC3-AS1	54	1.1	0.004621	-	treat_UP
ABTB1	999.6	-0.5	0.004653	-	NoDiff
MAP2K1	1328.1	-0.4	0.004653	-	NoDiff
AP002414.2	13.7	2	0.004681	-	treat_UP
RBM12	1145.2	-0.5	0.004708	-	NoDiff
NONO	4977.7	0.4	0.004768	-	NoDiff
ESYT2	5018.6	-0.5	0.004778	-	NoDiff
DNM1P51	53.2	1.2	0.004782	-	treat_UP
RFX7	802.7	0.6	0.004793	-	NoDiff
FAM171A1	538.3	0.6	0.004811	-	NoDiff
BRD4	1527.4	-0.4	0.004917	-	NoDiff
CDC42SE2	387.4	-0.5	0.004917	-	NoDiff
JAG2	32.1	1.4	0.004917	-	treat_UP
PIK3CA	1158.6	-0.6	0.004931	-	NoDiff
SLFN12	401.9	-0.7	0.004939	-	NoDiff
SERBP1	5365.1	-0.3	0.004957	-	NoDiff
AC022034.1	129.8	0.7	0.004968	-	NoDiff
MYL12B	5780.8	-0.5	0.00498	-	NoDiff
CCNL1	1735.5	-0.4	0.004981	-	NoDiff
USP46	654	-0.6	0.005029	-	NoDiff
CAB39L	601.5	-0.5	0.005036	-	NoDiff
DET1	148.3	0.8	0.005076	-	NoDiff
ZDHHC23	101.7	-1.5	0.005125	-	treat_DW
AL162458.1	179.2	0.5	0.005127	-	NoDiff
SSBP3	1519.2	-0.6	0.005145	-	NoDiff
TDRD7	342.7	-0.5	0.005203	-	NoDiff
ABCA4	39.4	-1.8	0.005272	-	treat_DW
GSEC	72.9	0.8	0.005285	-	NoDiff
GRIA3	419.4	0.6	0.005313	-	NoDiff
SCARF1	32.4	-1.2	0.005331	-	treat_DW
TPPP3	14.1	1.7	0.005331	-	treat_UP
GPM6B	1155.9	-2.8	0.005375	-	treat_DW
TBC1D4	688.1	-0.5	0.005385	-	NoDiff
JAGN1	466.5	-0.3	0.005385	-	NoDiff
TPM2	18761.5	-0.7	0.005385	-	NoDiff
CLSPN	38.2	1.4	0.005422	-	treat_UP
RGS4	118.5	1.5	0.005422	-	treat_UP
AC015712.2	132.6	1.1	0.005422	-	treat_UP
MTCH2	1233.2	-0.3	0.005443	-	NoDiff
HIPK3	2567.1	-0.5	0.005447	-	NoDiff
SLC38A1	2454.8	-0.7	0.005447	-	NoDiff
PIK3CD	399.1	-0.7	0.005447	-	NoDiff
UFSP2	372.5	0.4	0.00557	-	NoDiff
TMEM100	37.4	-1.4	0.005633	-	treat_DW
PPP5C	1009.5	-0.5	0.005635	-	NoDiff
FTL	185535	0.6	0.005683	-	NoDiff
ZNF622	517.3	-0.3	0.005705	-	NoDiff
AL731577.2	76.3	-0.9	0.005705	-	NoDiff
VAT1	12213.5	0.5	0.005777	-	NoDiff
SOS2	932.1	-0.5	0.005795	-	NoDiff
FAM160A1	7.5	-2.6	0.005848	-	treat_DW
EFNA4	76.7	0.8	0.00586	-	NoDiff
SIPA1	578.7	-0.6	0.00592	-	NoDiff
ZNF226	325.2	0.6	0.005944	-	NoDiff
PITPNB	1116.3	-0.2	0.005944	-	NoDiff
B3GNT9	860.7	0.5	0.005955	-	NoDiff
AGO1	994.1	0.4	0.005997	-	NoDiff
FZD6	1386	-1	0.006008	-	treat_DW
MIR34AHG	556.5	0.6	0.006008	-	NoDiff
AL137026.1	10.1	1.9	0.006057	-	treat_UP
UBASH3B	419.7	-1	0.006089	-	treat_DW
ABR	4098	0.4	0.006095	-	NoDiff
MLLT11	184.2	0.7	0.006095	-	NoDiff
PLPPR4	39.3	2	0.006116	-	treat_UP
CHP1	2429.9	-0.3	0.006116	-	NoDiff
ACADS	519.8	-0.9	0.006149	-	NoDiff
EPOP	38.3	-1	0.00616	-	treat_DW
YBX3	4787.7	-0.4	0.006206	-	NoDiff
MLYCD	306	-0.7	0.006206	-	NoDiff
ABCC9	1094.3	-1	0.006261	-	treat_DW
FOXF2	2230.8	0.7	0.006281	-	NoDiff
HMGN1	2049.3	0.6	0.006288	-	NoDiff
AC037198.1	167.4	-1.4	0.0063	-	treat_DW
ITGB8	1878.8	0.4	0.00631	-	NoDiff
MYL6	12285.5	-0.6	0.006365	-	NoDiff
TPX2	254.1	0.8	0.006412	-	NoDiff
MON1B	1069.5	-0.4	0.006426	-	NoDiff
SMC4	984.1	0.5	0.006459	-	NoDiff
OMD	305.1	-1.8	0.006482	-	treat_DW
NOSTRIN	20.4	-1.3	0.006482	-	treat_DW
RSAD2	9.9	3.1	0.00649	-	treat_UP
IQCA1	30.8	1.7	0.006491	-	treat_UP
PARVA	7567.8	-0.4	0.006515	-	NoDiff
AC012349.1	80.2	-1.2	0.006515	-	treat_DW
NIPSNAP3A	282.7	-0.5	0.006592	-	NoDiff
PHKA1	493	-0.9	0.0066	-	NoDiff
ENOX2	350.9	-0.6	0.006604	-	NoDiff
TRIB3	287.4	1	0.006627	-	treat_UP
PRMT6	204.6	0.5	0.006663	-	NoDiff
AC011611.3	89.7	1.2	0.006722	-	treat_UP
TGIF2	238.7	0.5	0.00678	-	NoDiff
SLC52A2	567.4	-0.4	0.00678	-	NoDiff
TPK1	50.6	1.1	0.00678	-	treat_UP
RUNX1	3430.1	-0.4	0.006799	-	NoDiff
COL5A1	9245.7	0.5	0.006806	-	NoDiff
PHF14	677.3	0.3	0.006822	-	NoDiff
VPS8	817.5	0.3	0.006822	-	NoDiff
FKRP	519.9	-0.4	0.006823	-	NoDiff
CGGBP1	2183.7	-0.3	0.006842	-	NoDiff
PLEKHJ1	491	-0.4	0.006863	-	NoDiff
PKIA	249.7	1.3	0.006875	-	treat_UP
TRAF3	589.4	0.4	0.006878	-	NoDiff
NR3C2	78.8	1.3	0.006883	-	treat_UP
GAS2L3	121.2	0.9	0.006887	-	NoDiff
BBS9	545.9	0.4	0.006923	-	NoDiff
TXNL1	1220	0.3	0.006925	-	NoDiff
PAIP2B	28.6	-1.2	0.006961	-	treat_DW
MTMR10	666.6	-0.7	0.006961	-	NoDiff
CYFIP2	284.9	0.9	0.006994	-	NoDiff
MFSD12	855.2	-0.4	0.006994	-	NoDiff
PDLIM1	2868.5	-0.7	0.006997	-	NoDiff
SLC27A4	392.3	-0.4	0.007014	-	NoDiff
SEC16A	2618.7	-0.2	0.007022	-	NoDiff
SLC19A2	265.8	-1	0.00706	-	treat_DW
PLEC	20056.4	-0.8	0.00706	-	NoDiff
FNBP1	1841.1	-0.7	0.00706	-	NoDiff
SWAP70	3742	-0.6	0.007146	-	NoDiff
NPC1L1	16.6	2.5	0.007147	-	treat_UP
ZBTB2	566.4	0.5	0.007147	-	NoDiff
C1QTNF5	464.1	-0.5	0.007147	-	NoDiff
ZDHHC14	218.1	0.6	0.007167	-	NoDiff
KCTD10	2866.7	-0.4	0.00721	-	NoDiff
IRS1	3589.5	-0.7	0.007261	-	NoDiff
LINC02352	8.1	-2.2	0.007289	-	treat_DW
GRAMD2B	681.6	-1.1	0.007298	-	treat_DW
ARID5A	473	-0.7	0.007303	-	NoDiff
HEBP2	1183.9	-0.5	0.007334	-	NoDiff
AKR1C1	12768.1	-1	0.007362	-	treat_DW
AC060780.1	260	0.5	0.007362	-	NoDiff
CPED1	2415	-1.1	0.007364	-	treat_DW
PIM1	738.5	0.8	0.007364	-	NoDiff
CADM1	110.6	1.5	0.007364	-	treat_UP
GPER1	96.5	0.7	0.007385	-	NoDiff
CYP24A1	14	3.9	0.007405	-	treat_UP
SOX9	564.8	1.2	0.007405	-	treat_UP
HSF1	1156.8	-0.4	0.007417	-	NoDiff
SFT2D2	1833.4	-0.7	0.007427	-	NoDiff
CACUL1	1086.5	-0.6	0.007444	-	NoDiff
DNAJB12	1079	-0.3	0.007447	-	NoDiff
KAZALD1	462.3	1	0.007485	-	treat_UP
ADNP	1642.7	0.2	0.007582	-	NoDiff
LDHA	13772.5	-0.8	0.007627	-	NoDiff
ENTPD4	1650.2	-0.4	0.007631	-	NoDiff
SAMD12	185.3	0.6	0.007647	-	NoDiff
RBBP9	345.8	0.5	0.00767	-	NoDiff
WHAMM	317.5	-0.5	0.007739	-	NoDiff
AC138207.8	32.5	0.9	0.007741	-	NoDiff
C17orf58	261.9	0.7	0.007747	-	NoDiff
EXOSC10	1521	-0.6	0.007809	-	NoDiff
NANS	552.4	-0.4	0.007851	-	NoDiff
EPHA5	29.3	1.5	0.007851	-	treat_UP
SCRN1	4953.8	-0.4	0.007866	-	NoDiff
RSPO2	158.5	1.7	0.007874	-	treat_UP
CUEDC1	1081.1	-0.6	0.007874	-	NoDiff
PSEN1	1777.6	-0.4	0.007934	-	NoDiff
LINC00205	638.6	0.4	0.007954	-	NoDiff
PTPN11	7634.4	-0.4	0.007963	-	NoDiff
GALT	274.1	0.5	0.007988	-	NoDiff
SYNJ2	1089.7	0.5	0.008028	-	NoDiff
LARP4B	1244.5	-0.6	0.008074	-	NoDiff
AC125807.2	57.3	-0.9	0.008074	-	NoDiff
ACTA2-AS1	34	-1.2	0.008075	-	treat_DW
CACYBP	732.6	0.4	0.00811	-	NoDiff
PLK2	520.8	0.9	0.008121	-	NoDiff
SKP2	627.6	-0.8	0.008127	-	NoDiff
DBNDD2	330.7	-0.8	0.008127	-	NoDiff
A4GALT	1250.3	-0.5	0.008128	-	NoDiff
SNAPC1	380.5	-0.7	0.008129	-	NoDiff
MKRN2	951.4	-0.5	0.008129	-	NoDiff
ZNF395	2997.2	-0.7	0.008183	-	NoDiff
SOAT1	1244.3	-0.6	0.008206	-	NoDiff
TRPV6	24.7	-1.8	0.008219	-	treat_DW
AC007192.1	56.7	-9.3	0.008226	-	treat_DW
PFN2	2472.1	0.3	0.00823	-	NoDiff
INPP5K	736.5	-0.4	0.00823	-	NoDiff
SNRPA	412.6	0.4	0.00824	-	NoDiff
EPHB3	420.1	1.2	0.008278	-	treat_UP
CCBE1	6633.5	-0.5	0.008278	-	NoDiff
DNAJC3	2155.4	-0.4	0.00828	-	NoDiff
CARD6	686.9	-0.3	0.00841	-	NoDiff
COLQ	38.1	1.2	0.008446	-	treat_UP
EIF4EBP2	3301.6	-0.7	0.008461	-	NoDiff
SLC43A3	1250.1	0.4	0.008504	-	NoDiff
FAM234B	268.8	-0.5	0.008514	-	NoDiff
AP002807.1	35.3	-1	0.00853	-	treat_DW
HMGN4	856.1	-0.3	0.008558	-	NoDiff
ZSCAN26	355.8	0.5	0.008558	-	NoDiff
CAV1	12230.4	-0.6	0.008559	-	NoDiff
KNDC1	40.8	1.2	0.008643	-	treat_UP
CCL8	14.4	3.6	0.008722	-	treat_UP
TPST1	1927.6	0.5	0.008722	-	NoDiff
PLCE1-AS1	6.4	-3.8	0.008722	-	treat_DW
KCNS1	26.7	2.7	0.008735	-	treat_UP
ABCC6	113.9	1	0.008761	-	treat_UP
GNA12	2932.6	-0.4	0.008761	-	NoDiff
AC016588.2	276.9	0.4	0.008761	-	NoDiff
AC025423.4	196.9	0.5	0.008773	-	NoDiff
GNG2	396.5	1.1	0.008825	-	treat_UP
GBA	2700.3	0.2	0.008827	-	NoDiff
DUSP3	2099.3	-0.5	0.008885	-	NoDiff
PPP1R1B	96.5	3.1	0.008942	-	treat_UP
PID1	1400.7	-0.6	0.008942	-	NoDiff
C11orf88	15.5	-1.9	0.008967	-	treat_DW
SRGAP3	106.4	0.8	0.008968	-	NoDiff
B4GALNT4	51.5	1.3	0.008986	-	treat_UP
WNT2	346.9	3	0.0091	-	treat_UP
