OTUID	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
OTU_1100	6	2	10	9	5	1	5	2	0	5	1	2	0	2	1	3	2	2
OTU_512	3	8	25	10	19	2	5	8	4	9	6	0	7	5	3	4	5	6
OTU_3068	3	1	2	2	1	1	1	0	1	0	2	1	1	0	3	1	1	1
OTU_1591	1	1	1	0	0	2	3	4	2	7	1	1	2	1	2	0	4	2
OTU_2267	2	3	2	1	1	4	1	2	1	1	1	2	0	0	1	0	1	2
OTU_1942	2	0	0	0	0	0	0	0	0	0	1	2	4	3	0	0	6	1
OTU_2283	6	1	2	0	0	0	1	0	0	1	4	1	4	1	0	0	0	2
OTU_1312	2	1	2	0	0	19	5	2	1	0	1	0	0	0	3	0	0	0
OTU_1567	4	20	1	3	1	1	1	4	0	1	0	1	0	0	0	1	2	3
OTU_475	8	8	13	2	5	4	14	16	6	9	4	9	9	10	17	6	15	7
OTU_2797	4	0	0	0	0	0	3	0	2	0	2	4	2	0	2	2	1	2
OTU_1552	4	1	0	17	0	1	3	0	0	1	0	0	2	2	2	0	1	1
OTU_480	6	12	2	7	5	5	9	13	16	5	10	17	12	5	8	10	2	11
OTU_2999	1	1	0	0	0	0	1	1	1	2	3	0	2	0	3	1	0	1
OTU_1472	4	6	3	2	4	2	1	1	3	0	4	3	2	2	3	2	4	2
OTU_893	3	3	4	2	6	3	3	4	3	4	3	5	1	5	2	1	5	2
OTU_419	22	5	10	17	13	21	0	3	3	7	3	2	7	5	2	11	14	6
OTU_972	2	4	3	2	7	5	0	5	3	2	2	1	6	5	0	2	5	3
OTU_692	9	7	2	12	0	1	8	4	4	9	2	5	4	1	7	8	2	15
OTU_1149	3	3	3	3	1	2	3	3	5	6	3	13	2	2	0	4	2	3
OTU_1111	6	2	1	2	2	5	5	3	3	4	4	4	3	5	4	2	2	9
OTU_968	2	2	3	2	3	1	4	7	1	3	4	1	8	3	2	6	5	4
OTU_1947	5	1	1	0	0	4	5	4	3	2	5	2	2	0	0	2	0	6
OTU_1886	2	0	2	0	2	7	0	1	1	1	1	1	1	1	0	0	0	0
OTU_2320	2	0	2	0	2	2	2	1	0	0	2	1	1	2	1	0	1	2
OTU_1257	4	1	1	2	1	1	7	2	8	0	1	2	6	2	2	4	1	2
OTU_2010	3	1	20	3	1	0	4	3	1	1	4	3	1	1	2	2	2	1
OTU_1789	4	2	0	1	0	0	2	3	4	5	1	1	2	0	0	2	1	2
OTU_902	1	1	2	2	2	4	4	4	5	3	10	8	6	7	12	6	4	4
OTU_2078	1	2	0	1	0	2	5	1	2	3	1	1	2	0	0	0	0	1
OTU_2332	3	3	1	0	0	1	6	6	3	13	2	17	9	0	1	4	0	1
OTU_983	2	1	0	1	0	1	0	5	0	77	0	1	2	0	6	1	0	2
OTU_720	4	4	5	2	2	4	5	3	5	2	2	3	2	2	4	26	4	6
OTU_781	6	5	2	1	4	1	7	5	3	2	4	5	6	2	4	4	1	11
OTU_2141	3	2	1	1	0	1	2	1	3	1	1	3	3	1	2	0	2	0
OTU_1167	3	4	3	0	2	2	4	4	3	2	5	8	2	3	3	4	2	2
OTU_755	4	6	11	6	6	2	0	3	3	3	2	1	4	5	7	1	3	3
OTU_1579	6	0	0	0	0	0	7	3	2	1	1	3	3	3	3	2	1	4
OTU_2488	1	3	0	0	0	0	4	1	2	2	1	3	1	0	1	1	1	0
OTU_1263	1	0	2	2	4	2	3	0	5	6	2	2	8	1	6	9	3	2
OTU_1690	2	3	0	2	1	2	3	1	4	1	3	4	3	1	2	3	1	3
OTU_1911	10	7	2	3	0	3	9	4	9	4	5	5	2	2	5	5	2	12
OTU_2352	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1234	5	3	2	3	2	2	1	1	0	1	3	4	0	2	3	3	2	2
OTU_1653	3	1	2	3	2	4	5	3	3	2	4	5	3	2	0	3	0	2
OTU_370	20	12	6	7	14	18	14	15	10	6	12	14	9	17	7	4	9	8
OTU_1004	2	3	0	1	1	0	6	9	6	4	2	2	4	11	5	2	2	2
OTU_1681	6	0	2	1	1	2	1	2	1	1	2	2	1	2	2	1	2	2
OTU_2216	3	3	1	1	2	2	0	4	0	2	2	1	3	0	2	2	2	2
OTU_758	5	6	6	6	6	0	5	1	3	0	4	1	2	1	1	7	5	6
OTU_2065	1	1	0	3	3	0	1	2	2	1	1	3	2	2	2	1	2	2
OTU_742	1	5	3	7	3	7	3	11	7	7	4	11	6	5	6	8	2	2
OTU_405	8	14	14	9	5	7	7	19	15	11	14	10	12	10	10	13	5	30
OTU_231	3	3	2	2	1	0	4	3	1	1	1	3	3	2	2	3	2	6
OTU_238	10	28	15	28	10	10	21	27	21	14	29	24	19	19	18	13	21	17
OTU_1090	6	4	4	1	4	2	5	13	3	4	4	11	6	3	6	2	7	4
OTU_1749	6	7	2	4	1	2	6	7	3	1	4	0	2	1	3	3	2	5
OTU_2154	2	5	0	0	1	2	1	1	2	3	2	5	1	0	0	1	1	2
OTU_1522	1	1	2	2	0	2	9	3	3	2	2	3	2	1	3	4	2	0
OTU_2312	1	0	0	1	1	0	1	0	0	0	0	1	1	4	1	2	2	3
OTU_1772	6	1	8	0	0	4	5	4	5	4	0	4	0	0	4	2	5	2
OTU_3061	1	0	1	0	0	2	1	2	2	1	2	2	2	2	2	0	1	1
OTU_3158	1	0	5	0	0	0	0	1	1	2	1	0	2	0	0	1	0	1
OTU_2846	2	3	2	1	0	0	0	2	2	1	0	3	0	3	1	2	0	2
OTU_3070	3	1	0	0	0	1	2	0	0	1	1	3	0	1	0	2	0	0
OTU_698	5	3	5	8	4	2	5	4	9	6	3	7	6	7	6	2	8	11
OTU_1096	3	2	0	2	13	9	2	3	0	1	1	9	3	0	1	6	0	2
OTU_936	4	1	4	2	8	5	3	3	1	5	2	1	1	2	2	3	2	3
OTU_2053	6	2	0	0	2	2	2	0	1	1	1	0	2	1	2	3	1	0
OTU_3064	1	1	2	1	0	1	1	2	1	1	1	2	0	0	2	2	0	1
OTU_910	4	3	9	2	0	6	2	4	3	4	5	2	2	0	1	3	5	4
OTU_701	8	4	7	14	1	8	5	8	5	2	9	8	2	2	1	2	2	15
OTU_1407	1	2	0	1	0	2	0	7	2	6	2	19	0	0	2	1	2	0
OTU_1281	2	2	0	2	4	2	2	5	2	3	1	4	0	0	2	7	2	5
OTU_2592	2	1	0	0	2	0	4	3	1	0	1	0	0	0	2	0	0	0
OTU_632	4	11	6	1	2	13	5	10	3	2	5	8	7	3	5	13	9	5
OTU_1791	3	1	1	0	2	0	0	2	2	1	2	1	0	0	2	2	1	1
OTU_2792	2	3	0	0	0	0	1	3	1	2	1	2	1	1	2	1	1	5
OTU_719	7	3	5	5	4	9	11	5	6	6	4	5	5	8	6	6	9	8
OTU_3157	3	0	0	0	0	0	3	1	0	0	0	1	0	1	2	0	0	1
OTU_996	3	6	0	2	2	5	6	3	2	5	2	5	2	3	4	5	1	2
OTU_2619	1	0	4	2	0	0	3	0	3	1	2	3	3	3	1	3	2	1
OTU_2103	3	1	4	4	0	1	0	1	3	0	0	2	0	0	2	0	3	1
OTU_2299	1	1	0	0	1	1	3	0	0	5	3	1	1	0	0	2	0	0
OTU_1171	1	6	1	0	1	3	2	9	5	3	3	3	1	4	3	4	2	2
OTU_262	6	26	10	18	32	21	12	30	28	15	11	22	17	7	23	10	5	19
OTU_819	2	5	2	0	0	7	3	12	3	4	4	37	10	0	4	2	2	4
OTU_1435	2	3	0	2	1	2	6	2	1	2	1	1	1	1	5	2	1	1
OTU_2041	1	0	2	1	0	0	4	2	1	0	5	0	2	0	2	1	0	0
OTU_959	5	4	9	5	4	7	1	1	1	1	4	1	2	2	2	4	2	2
OTU_499	1	0	2	2	5	1	0	9	1	6	39	1	5	0	1	1	5	45
OTU_1012	1	1	5	1	0	0	5	2	14	8	3	2	6	2	4	5	6	2
OTU_744	11	6	4	7	2	21	6	5	3	3	1	7	0	2	11	6	5	1
OTU_2211	3	2	3	5	3	2	2	1	3	3	0	0	2	2	2	2	1	2
OTU_944	2	0	1	0	0	17	4	3	3	2	2	5	1	0	2	2	10	1
OTU_1216	5	1	2	14	4	5	14	1	4	3	4	10	9	8	5	9	1	1
OTU_2459	4	1	2	0	1	2	5	5	0	2	2	4	2	0	2	0	2	1
OTU_2343	1	1	1	0	0	0	6	0	3	1	1	5	1	2	5	1	1	0
OTU_1197	2	0	5	0	5	6	5	1	3	0	6	4	1	5	2	2	2	5
OTU_1003	2	3	36	6	3	7	5	1	1	2	0	1	0	2	3	2	1	0
OTU_440	3	1	0	1	1	1	1	2	1	1	0	0	0	0	0	0	1	1
OTU_640	5	6	4	6	2	5	5	4	9	3	4	5	5	6	6	8	8	6
OTU_1774	3	4	0	2	0	2	4	1	3	0	4	2	2	2	2	2	0	2
OTU_3125	1	0	0	1	1	0	2	0	1	2	2	2	0	0	2	2	0	1
OTU_788	4	2	1	5	3	0	9	4	3	10	2	3	7	11	2	1	5	2
OTU_3250	2	0	0	0	0	4	2	1	0	0	0	4	0	0	1	0	1	2
OTU_2277	2	1	1	0	0	2	0	2	0	0	4	5	1	2	1	2	0	1
OTU_2931	2	4	2	1	1	3	0	0	1	0	2	0	0	0	2	0	2	1
OTU_3207	4	2	1	1	0	0	1	2	3	4	3	3	0	0	2	1	0	4
OTU_1495	5	1	0	0	0	3	2	2	0	6	4	2	5	2	2	6	0	2
OTU_2380	1	0	1	0	2	0	0	0	0	0	1	1	1	0	0	3	5	2
OTU_1965	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
OTU_1328	2	2	2	5	3	2	11	7	8	11	9	10	2	0	2	6	4	10
OTU_2856	1	4	1	2	2	2	0	2	1	0	1	2	0	0	1	0	0	0
OTU_569	4	6	1	3	0	1	10	12	16	7	12	5	6	3	22	6	2	6
OTU_1036	1	4	1	8	0	4	8	4	3	3	5	2	1	2	3	1	0	4
OTU_448	2	9	38	22	2	2	14	5	4	7	15	7	5	16	2	4	6	12
OTU_1858	1	2	0	5	4	1	1	3	2	2	3	2	2	0	2	2	2	0
OTU_313	6	25	17	25	14	12	10	17	11	12	7	20	20	8	14	14	19	8
OTU_1222	1	1	0	0	2	2	8	5	5	0	2	6	2	2	5	2	1	1
OTU_2401	3	3	0	2	0	2	4	4	2	2	3	5	2	2	4	1	1	2
OTU_2342	4	1	0	2	2	2	2	1	1	1	1	2	2	2	3	1	1	1
OTU_888	5	3	1	9	1	4	2	5	3	1	0	2	0	0	2	16	0	1
OTU_492	6	5	31	7	12	7	7	9	3	11	10	5	4	3	5	5	8	12
OTU_2178	2	1	0	2	0	2	2	0	1	1	1	4	0	1	0	2	0	2
OTU_506	9	8	0	8	2	12	8	7	9	3	9	5	2	6	6	5	13	6
OTU_670	8	8	6	9	10	7	10	3	2	3	4	9	2	5	6	4	3	6
OTU_410	6	10	11	13	7	7	13	8	10	5	17	6	6	15	13	17	12	12
OTU_1661	1	2	0	2	0	0	5	2	1	2	0	1	0	2	2	2	1	2
OTU_2356	2	0	2	1	2	0	1	2	0	1	1	1	1	0	2	0	1	1
OTU_1147	3	0	1	0	4	1	5	9	2	0	0	1	2	0	2	12	0	11
OTU_2969	3	0	0	0	0	0	0	0	0	1	0	0	0	1	1	3	1	0
OTU_909	4	4	2	2	9	6	2	4	3	2	4	1	3	5	3	2	6	4
OTU_931	2	0	0	16	1	31	5	4	0	1	2	6	0	2	4	4	3	2
OTU_2662	1	1	0	1	1	1	0	1	0	1	1	0	1	1	2	0	3	2
OTU_1173	3	1	2	1	0	2	4	6	4	4	4	3	2	5	1	4	2	2
OTU_3083	1	0	1	1	0	0	0	1	2	3	1	1	0	1	2	0	1	2
OTU_1451	1	0	1	0	0	0	2	6	3	2	2	5	3	2	3	2	2	1
OTU_1751	4	3	2	2	0	0	4	5	1	4	0	4	2	2	2	1	1	2
OTU_2309	1	1	1	1	0	0	4	2	1	0	5	1	1	2	0	2	0	1
OTU_3094	4	0	5	0	2	1	0	0	0	0	0	0	1	0	0	2	0	0
OTU_2164	2	3	0	1	0	2	2	0	2	0	1	0	1	2	2	2	1	2
OTU_1057	2	0	0	0	0	2	0	2	2	0	0	0	0	0	1	0	1	0
OTU_3214	3	2	2	2	1	0	5	5	2	4	1	3	2	2	0	2	2	1
OTU_1581	6	2	0	7	2	2	1	0	3	7	0	1	2	2	2	0	0	0
OTU_1812	3	2	2	1	1	3	2	2	2	0	5	3	4	1	6	1	2	2
OTU_1560	3	1	9	2	1	1	0	1	5	5	2	1	1	3	0	0	0	1
OTU_786	9	9	2	6	2	3	5	7	5	5	3	5	4	2	2	2	4	5
OTU_1242	4	2	2	0	5	6	8	3	3	2	4	3	3	1	1	1	1	1
OTU_3063	2	2	0	0	1	1	2	0	0	0	0	0	0	0	2	1	0	1
OTU_768	6	5	1	4	1	4	10	4	4	1	6	8	2	4	6	1	2	2
OTU_1349	3	7	5	3	2	7	6	10	2	1	4	9	6	3	7	3	2	1
OTU_1256	6	1	3	2	1	1	4	4	2	3	8	5	2	2	2	2	2	0
OTU_2991	2	1	0	2	1	1	1	0	1	0	3	4	0	2	1	2	0	0
OTU_1928	2	0	0	0	0	0	0	0	0	1	0	0	0	15	0	0	0	0
OTU_2713	1	3	2	0	2	0	1	1	0	1	0	1	2	1	2	2	2	2
OTU_3050	2	3	2	5	2	3	4	4	3	3	6	3	4	2	4	2	2	2
OTU_1993	1	0	1	3	16	0	11	4	1	4	1	3	0	2	2	1	0	2
OTU_3298	2	0	0	1	0	2	2	0	0	0	1	1	0	1	1	0	0	0
OTU_3195	1	0	0	0	2	0	0	0	0	0	0	3	0	0	1	2	1	1
OTU_1386	1	2	0	1	0	1	5	2	1	4	2	5	2	2	0	0	2	14
OTU_1129	4	3	5	2	2	2	5	1	4	3	4	4	2	2	6	1	3	2
OTU_3218	1	2	0	0	0	1	6	0	0	2	0	0	0	1	0	0	0	3
OTU_1992	3	1	0	2	0	1	0	1	0	0	1	3	1	0	2	2	2	0
OTU_3078	1	1	0	0	0	1	1	0	3	2	0	0	0	2	0	0	0	0
OTU_2811	1	0	1	1	0	0	5	2	2	0	0	2	1	0	0	2	0	0
OTU_1505	5	2	2	1	4	1	6	4	2	0	1	2	1	2	22	5	6	5
OTU_383	7	11	34	2	2	4	14	11	7	11	11	5	4	5	14	25	2	11
OTU_1501	1	0	2	4	2	2	2	2	3	1	2	1	2	2	1	1	2	6
OTU_1254	3	2	2	6	3	4	5	1	5	6	4	6	2	1	7	2	5	4
OTU_1539	1	3	3	2	5	0	1	2	1	3	2	0	1	2	1	2	2	2
OTU_3033	2	1	1	2	1	2	4	1	3	0	1	2	2	0	1	1	1	1
OTU_896	3	5	2	4	2	6	5	3	3	6	4	4	4	3	3	6	0	2
OTU_1072	3	4	2	2	2	6	7	4	2	4	5	5	4	3	5	6	3	0
OTU_1406	3	1	3	2	1	3	2	0	2	0	3	2	2	2	2	1	2	5
OTU_1835	2	3	0	2	0	1	2	0	2	1	1	3	0	0	2	1	2	1
OTU_1781	3	0	1	2	0	2	2	3	3	4	3	3	1	0	2	2	3	2
OTU_2429	1	1	1	2	2	2	1	3	0	2	1	2	1	1	2	1	3	2
OTU_844	3	3	31	4	9	0	3	3	0	4	1	1	0	1	5	1	5	2
OTU_2622	2	1	0	0	0	0	2	1	1	1	2	4	2	0	1	0	0	0
OTU_2039	1	1	0	1	1	1	6	2	2	2	1	5	1	1	2	1	1	2
OTU_2366	2	1	1	1	2	0	0	4	0	3	1	1	0	0	0	2	1	1
OTU_808	3	3	20	8	6	2	4	3	3	2	2	3	3	1	2	4	2	2
OTU_778	1	5	3	1	2	4	2	4	2	5	4	3	9	4	5	2	2	6
OTU_378	11	11	11	11	5	4	15	12	13	10	12	17	10	7	14	6	2	11
OTU_1785	1	2	1	0	0	1	2	9	3	1	4	4	6	0	1	1	2	1
OTU_1289	1	1	0	2	0	2	12	4	3	1	4	2	2	1	1	1	4	0
OTU_2196	1	2	9	3	5	2	3	4	0	3	4	2	7	3	2	2	3	1
OTU_1051	6	0	2	2	1	3	4	4	4	6	2	5	6	3	2	2	2	5
OTU_1476	2	1	2	1	1	2	3	1	4	1	3	3	2	2	2	2	1	1
OTU_546	6	5	2	4	1	2	6	2	10	14	18	8	6	9	8	4	5	6
OTU_961	5	3	0	3	2	5	5	2	8	2	5	5	3	5	3	2	1	1
OTU_2737	3	3	2	0	0	1	4	3	3	2	1	5	0	1	6	1	1	4
OTU_2151	3	1	0	2	1	0	1	1	6	1	2	3	1	0	1	0	0	1
OTU_2954	3	0	1	1	0	6	1	3	2	0	4	3	0	1	2	0	5	2
OTU_1794	1	0	1	2	2	2	0	0	2	2	3	5	2	1	3	4	3	3
OTU_981	3	5	4	3	13	3	2	5	4	2	1	7	1	0	0	1	6	6
OTU_1439	4	3	0	3	1	3	6	4	1	2	2	7	2	1	2	1	0	2
OTU_1099	3	3	1	2	1	2	11	5	9	1	4	24	4	3	8	4	2	3
OTU_2630	1	0	0	0	0	4	3	1	0	0	1	0	0	0	1	0	0	2
OTU_861	2	3	3	7	2	1	4	2	9	5	5	2	1	7	4	10	4	2
OTU_2360	1	0	0	1	0	0	1	1	1	2	0	0	0	0	11	2	0	0
OTU_308	6	14	8	9	2	7	14	7	3	17	9	11	10	13	19	19	5	85
OTU_3066	3	0	2	1	0	0	0	2	0	0	0	0	1	0	1	3	0	0
OTU_3267	4	0	0	1	0	0	2	0	0	0	1	2	0	0	0	1	0	0
OTU_2071	2	1	0	0	0	1	1	3	3	3	1	2	1	1	2	0	2	1
OTU_520	6	9	8	3	6	7	7	4	9	6	12	12	4	9	10	3	3	13
OTU_649	1	0	0	51	0	0	0	54	0	6	0	0	1	0	0	0	0	0
OTU_2567	1	0	1	0	0	0	0	1	0	1	2	1	0	1	1	1	0	3
OTU_1607	2	0	0	0	1	0	1	0	2	6	4	2	1	0	1	3	1	5
OTU_365	5	9	14	14	16	6	8	7	4	17	24	13	9	4	27	10	16	22
OTU_2484	1	3	0	0	2	2	1	0	1	0	2	0	0	2	0	0	0	0
OTU_2094	1	3	0	0	0	2	2	0	0	2	1	0	2	0	3	1	0	1
OTU_1769	2	3	0	0	0	1	2	1	1	2	1	3	1	3	1	2	2	1
OTU_2116	1	1	0	0	0	1	2	4	1	1	0	3	2	0	1	2	0	2
OTU_2224	4	1	0	1	2	2	1	1	1	0	3	4	2	3	1	0	3	2
OTU_2117	1	1	1	0	0	0	4	4	2	0	3	1	0	8	0	3	2	1
OTU_2753	1	1	1	3	2	1	1	1	1	0	1	3	1	0	0	1	2	1
OTU_1703	3	1	0	1	0	0	2	3	1	0	9	1	0	0	0	0	0	3
OTU_2101	2	0	5	2	0	3	0	0	1	1	0	1	1	0	1	2	0	0
OTU_627	10	6	1	3	2	9	18	13	9	6	1	21	6	5	6	2	5	7
OTU_1520	4	3	5	0	2	2	1	3	0	0	4	3	2	2	1	0	1	1
OTU_1304	3	3	1	1	2	4	5	6	1	3	4	5	2	2	2	4	2	7
OTU_921	5	1	2	2	0	2	2	1	5	6	4	5	6	7	2	4	2	5
OTU_2634	1	0	2	0	0	2	1	1	1	0	1	3	2	0	4	1	0	5
OTU_1293	7	2	0	1	1	0	5	1	2	3	5	5	3	1	2	2	1	1
OTU_2806	1	0	0	2	0	1	1	1	1	0	4	2	2	1	2	0	1	1
OTU_2651	3	0	0	1	0	1	1	1	1	2	2	3	0	1	0	1	0	3
OTU_824	4	8	5	1	1	5	5	8	1	2	4	3	3	8	4	4	5	5
OTU_3142	2	0	2	0	0	2	2	3	1	2	0	0	0	3	0	0	0	0
OTU_1060	3	3	2	1	1	1	8	2	14	5	4	14	1	2	3	15	5	4
OTU_1973	3	0	1	4	0	0	9	1	15	22	0	2	0	0	1	0	1	1
OTU_872	6	11	3	3	2	6	1	7	4	5	7	2	3	4	6	3	8	4
OTU_1846	3	4	0	1	1	1	3	0	1	1	4	3	1	2	0	0	1	2
OTU_2424	3	1	2	1	0	0	2	2	1	1	1	2	1	2	1	1	1	0
OTU_2787	1	6	0	1	0	0	3	0	0	1	0	0	0	0	1	0	0	0
OTU_2724	2	0	0	0	0	1	3	2	3	2	1	5	1	0	2	1	2	0
OTU_2722	3	2	1	0	0	1	3	2	2	1	2	3	2	1	2	1	0	3
OTU_1479	4	1	2	0	2	2	3	4	3	5	1	3	4	1	6	1	6	2
OTU_2236	1	0	2	1	1	0	5	0	2	5	2	3	1	1	1	1	2	6
OTU_2194	1	0	0	0	0	2	0	0	1	0	0	0	0	0	4	0	6	1
OTU_2215	1	1	1	1	0	0	3	3	1	0	1	3	2	1	2	2	0	2
OTU_556	2	4	5	8	31	11	5	4	0	12	10	9	2	8	6	6	9	12
OTU_2823	2	0	1	0	1	0	1	0	2	2	2	0	2	1	0	0	0	0
OTU_531	4	13	15	3	1	5	4	4	3	8	10	5	6	3	11	10	1	11
OTU_433	1	0	0	0	0	0	2	2	2	4	0	0	0	0	1	1	1	0
OTU_2384	1	4	1	0	0	3	5	12	7	1	6	5	4	1	6	3	2	0
OTU_3315	2	0	1	2	0	0	1	0	1	1	0	1	0	0	2	1	2	1
OTU_589	5	10	5	14	13	11	7	10	4	6	10	11	10	9	6	10	10	12
OTU_2157	3	2	1	1	0	0	1	0	1	3	0	1	1	2	2	2	2	2
OTU_734	1	1	1	26	2	12	4	4	1	2	3	4	0	0	1	6	2	3
OTU_3084	2	1	1	0	1	2	4	2	3	1	1	1	0	0	2	0	2	2
OTU_2348	2	3	1	1	0	2	0	1	2	2	2	4	1	1	4	2	1	1
OTU_762	5	9	8	6	9	6	1	4	9	3	4	3	6	2	4	2	2	5
OTU_1294	2	8	4	2	0	2	6	4	5	4	4	1	3	3	2	2	2	3
OTU_892	1	8	5	8	8	3	0	2	7	0	1	2	2	11	0	1	1	3
OTU_1271	6	5	1	0	0	1	5	3	3	2	1	3	6	1	2	0	2	2
OTU_894	2	4	9	8	8	7	13	11	6	8	11	8	2	4	6	27	5	11
OTU_2482	2	2	0	0	0	2	0	1	0	2	1	0	0	1	1	1	0	1
OTU_749	2	9	4	16	0	4	6	14	8	4	3	7	10	5	4	1	4	1
OTU_1363	7	2	2	1	2	2	3	2	1	2	0	2	0	0	2	2	1	2
OTU_2335	2	0	1	0	0	2	5	5	4	2	1	4	4	0	2	0	0	2
OTU_1629	2	3	2	0	0	3	2	7	1	3	4	3	0	0	1	2	0	0
OTU_717	1	3	0	0	1	0	4	11	3	8	0	6	2	1	2	29	1	4
OTU_1399	4	1	0	1	3	0	2	2	4	1	4	2	2	1	0	1	3	4
OTU_2257	5	3	9	0	0	0	0	3	0	0	2	3	0	0	2	0	0	1
OTU_1824	1	0	12	1	4	1	1	0	0	0	0	0	0	0	0	0	6	0
OTU_3056	3	1	0	0	0	0	0	0	2	1	1	2	1	0	0	0	2	1
OTU_1177	3	9	0	2	0	0	0	4	3	3	4	3	3	0	5	0	0	6
OTU_2557	5	0	1	0	0	0	0	3	0	2	1	0	1	5	1	1	4	5
OTU_1069	3	2	1	1	1	2	4	3	2	6	1	5	3	1	4	2	2	3
OTU_820	1	3	2	0	1	0	20	4	9	3	2	18	5	8	7	5	1	3
OTU_987	1	3	5	4	1	2	3	6	6	5	5	5	4	0	2	1	4	4
OTU_2413	1	2	1	2	1	1	2	1	0	3	1	4	2	2	2	1	0	0
OTU_1582	3	2	1	2	0	1	2	2	3	8	2	3	0	0	2	2	3	2
OTU_1754	2	1	1	2	2	5	5	1	1	2	3	2	0	1	8	2	0	1
OTU_2171	3	2	0	0	0	0	1	1	0	0	0	1	0	1	8	1	0	0
OTU_1470	1	1	2	0	2	2	0	3	0	1	3	3	4	5	2	3	1	1
OTU_3151	3	1	0	1	0	0	0	0	1	0	1	2	0	0	2	0	0	0
OTU_3053	1	0	0	1	1	2	0	0	0	0	0	1	2	0	1	0	2	1
OTU_503	6	13	3	6	3	2	5	19	13	9	11	4	4	2	6	12	13	2
OTU_1885	3	1	1	0	0	2	0	1	0	0	2	0	2	2	1	0	2	4
OTU_3185	3	0	0	2	0	1	3	2	2	2	1	5	1	0	1	1	2	1
OTU_1048	2	7	0	5	0	33	1	1	2	5	1	0	1	0	2	5	2	0
OTU_994	6	2	1	2	9	9	5	2	4	0	2	2	0	2	2	0	1	6
OTU_2519	3	3	0	2	0	3	1	4	3	0	3	6	2	2	4	2	2	1
OTU_1000	6	5	0	0	30	4	2	1	0	3	1	1	1	0	1	1	0	1
OTU_1125	2	8	0	2	1	1	4	3	3	4	5	0	3	1	7	2	0	3
OTU_487	5	14	5	2	2	3	13	12	9	9	8	13	2	5	13	6	4	9
OTU_3018	1	0	0	4	1	1	0	1	0	0	1	0	0	0	1	2	1	1
OTU_1279	3	2	0	1	1	2	7	3	4	3	2	4	9	4	2	3	2	0
OTU_1494	2	3	1	2	1	2	6	4	2	2	4	2	0	1	2	1	0	0
OTU_224	9	8	18	22	53	11	8	7	13	23	14	8	14	66	11	7	27	7
OTU_2990	2	0	1	1	0	1	2	3	0	0	0	0	0	2	4	2	0	1
OTU_2659	2	2	0	0	0	0	4	3	1	4	0	0	1	1	2	0	0	0
OTU_684	9	2	2	2	4	4	5	2	12	11	11	8	7	7	8	7	5	6
OTU_1252	3	2	2	2	2	1	4	4	4	3	4	3	1	2	1	5	2	3
OTU_1907	3	4	1	0	1	1	5	1	4	3	1	7	2	1	3	1	1	1
OTU_1534	2	1	0	0	1	2	22	4	0	0	0	0	1	0	2	0	0	1
OTU_1352	3	1	0	2	4	1	1	3	3	2	4	2	4	2	6	8	2	6
OTU_3147	1	1	0	0	1	0	3	1	0	4	1	2	0	1	2	2	2	0
OTU_1117	5	3	3	0	1	5	6	6	1	3	6	5	2	1	6	2	3	2
OTU_2266	2	2	0	1	0	0	0	0	0	0	1	1	1	1	0	0	2	1
OTU_2934	2	0	1	1	0	1	2	2	0	2	0	3	0	0	1	1	1	0
OTU_2490	2	1	1	2	0	1	5	4	2	6	2	1	2	7	2	1	5	6
OTU_2666	1	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2276	2	3	1	0	2	2	2	2	0	2	2	1	0	2	2	1	5	2
OTU_2510	4	4	1	2	0	2	9	5	5	3	1	3	2	2	2	0	0	3
OTU_1554	1	1	0	2	0	2	4	4	2	4	3	2	5	2	2	3	6	3
OTU_1428	6	3	0	1	2	5	2	3	3	2	1	5	0	4	1	5	0	1
OTU_2428	1	1	2	0	0	0	0	1	2	0	0	2	2	5	2	1	2	0
OTU_1334	4	8	6	1	5	2	2	3	0	2	3	1	1	1	0	0	1	0
OTU_1716	2	3	1	2	9	1	0	1	0	1	0	1	2	3	1	0	0	1
OTU_1204	2	2	0	0	0	0	23	2	3	1	3	3	6	0	0	2	3	3
OTU_2110	2	2	1	1	2	0	3	0	1	1	2	3	3	2	3	0	1	0
OTU_3095	1	1	1	1	2	0	1	0	1	1	0	1	1	0	0	1	0	0
OTU_1910	2	2	0	1	1	2	2	2	1	0	2	4	3	2	2	1	2	4
OTU_1657	1	1	1	1	1	2	1	4	0	3	4	4	1	1	2	2	2	2
OTU_3110	3	2	0	0	0	2	3	1	3	1	1	3	0	1	2	2	2	2
OTU_3194	1	3	1	4	1	1	0	0	0	1	0	0	0	4	1	0	4	0
OTU_625	6	6	7	6	4	7	3	5	4	3	4	8	8	6	10	3	5	5
OTU_2626	1	2	0	0	2	1	0	3	0	0	1	1	1	0	0	2	0	1
OTU_1160	1	3	0	0	0	1	6	9	3	5	3	2	2	1	5	1	2	0
OTU_1847	3	4	2	0	2	2	2	0	6	5	1	5	5	2	2	5	2	2
OTU_1322	3	8	2	0	1	1	4	2	2	1	1	5	0	2	1	5	0	2
