ID	logCPM	FDR	level	Phylum	Labels
OTU_742	7.715	0.996380294	NotSig	Actinobacteria	-
OTU_1178	7.024	0.544402939	NotSig	Actinobacteria	-
OTU_637	8.184	0.781576553	NotSig	Actinobacteria	-
OTU_1770	6.929	0.523840049	NotSig	Chloroflexi	-
OTU_966	7.137	0.202200403	NotSig	Chloroflexi	-
OTU_2087	6.277	0.450028783	NotSig	Chloroflexi	-
OTU_1837	6.589	0.706772468	NotSig	Chloroflexi	-
OTU_2975	6.114	0.963483636	NotSig	Bacteroidetes	-
OTU_1051	7.202	0.709364478	NotSig	Bacteroidetes	-
OTU_1206	7.005	0.862650602	NotSig	Bacteroidetes	-
OTU_2150	7.035	0.41734232	NotSig	Bacteroidetes	-
OTU_2403	6.255	0.991670915	NotSig	Bacteroidetes	-
OTU_2671	6.438	0.996380294	NotSig	Bacteroidetes	-
OTU_2676	6.458	0.681240618	NotSig	Bacteroidetes	-
OTU_903	7.142	0.786910188	NotSig	Bacteroidetes	-
OTU_2289	7.104	0.962698544	NotSig	Bacteroidetes	-
OTU_2291	6.536	0.221653235	NotSig	Bacteroidetes	-
OTU_2578	6.572	0.791319954	NotSig	Bacteroidetes	-
OTU_2792	6.497	0.608721866	NotSig	Bacteroidetes	-
OTU_3010	6.062	0.598994417	NotSig	Bacteroidetes	-
OTU_920	7.261	0.980786129	NotSig	Bacteroidetes	-
OTU_1872	6.957	0.826660611	NotSig	Bacteroidetes	-
OTU_2953	6.231	0.115572617	Depleted	Bacteroidetes	-
OTU_1807	6.514	0.28342623	NotSig	Bacteroidetes	-
OTU_1456	7.077	0.390382875	NotSig	Bacteroidetes	-
OTU_2021	6.305	0.609128808	NotSig	Bacteroidetes	-
OTU_2302	6.147	0.202200403	NotSig	Bacteroidetes	-
OTU_2279	6.525	0.168532754	Depleted	Bacteroidetes	-
OTU_235	9.438	0.438360092	NotSig	Bacteroidetes	-
OTU_905	7.199	0.799195283	NotSig	Bacteroidetes	-
OTU_1004	7.206	0.166429283	Depleted	Bacteroidetes	-
OTU_1467	6.847	0.461885444	NotSig	Bacteroidetes	-
OTU_161	8.73	0.251998132	NotSig	Bacteroidetes	-
OTU_2205	6.443	0.202830125	NotSig	Bacteroidetes	-
OTU_222	9.731	0.632762084	NotSig	Bacteroidetes	-
OTU_2968	6.108	0.394844855	NotSig	Bacteroidetes	-
OTU_639	8.087	0.351157179	NotSig	Bacteroidetes	-
OTU_661	7.89	0.359759319	NotSig	Bacteroidetes	-
OTU_764	7.823	0.762611434	NotSig	Bacteroidetes	-
OTU_1012	7.133	0.277018955	NotSig	Bacteroidetes	-
OTU_1030	7.475	0.414773115	NotSig	Bacteroidetes	-
OTU_1094	7.256	0.20362968	NotSig	Bacteroidetes	-
OTU_1279	7.066	0.337249274	NotSig	Bacteroidetes	-
OTU_1325	6.771	0.301886634	NotSig	Bacteroidetes	-
OTU_1404	6.763	0.091892972	Depleted	Bacteroidetes	-
OTU_1426	6.546	0.516118292	NotSig	Bacteroidetes	-
OTU_1430	6.48	0.01439582	Depleted	Bacteroidetes	-
OTU_1434	6.6	0.08355634	Depleted	Bacteroidetes	-
OTU_1462	5.806	0.598994417	NotSig	Bacteroidetes	-
OTU_1490	6.955	0.094401509	Depleted	Bacteroidetes	-
OTU_1541	6.79	0.0352086	Depleted	Bacteroidetes	-
OTU_1584	6.792	0.373072191	NotSig	Bacteroidetes	-
OTU_1607	6.47	0.393147693	NotSig	Bacteroidetes	-
OTU_1610	6.624	0.555617376	NotSig	Bacteroidetes	-
OTU_1616	6.709	0.41734232	NotSig	Bacteroidetes	-
OTU_166	9.481	0.054581972	Depleted	Bacteroidetes	-
OTU_1663	6.75	0.158725702	Depleted	Bacteroidetes	-
OTU_1706	6.657	0.598994417	NotSig	Bacteroidetes	-
OTU_1793	6.693	0.054581972	Depleted	Bacteroidetes	-
OTU_1832	6.193	0.682261289	NotSig	Bacteroidetes	-
OTU_1875	7.013	0.124450463	Depleted	Bacteroidetes	-
OTU_1878	6.768	0.230508342	NotSig	Bacteroidetes	-
OTU_191	9.308	0.014103615	Depleted	Bacteroidetes	-
OTU_1964	6.057	0.122242811	Depleted	Bacteroidetes	-
OTU_1971	6.359	0.014103615	Depleted	Bacteroidetes	-
OTU_2052	6.388	0.42811341	NotSig	Bacteroidetes	-
OTU_2076	6.455	0.135728272	Depleted	Bacteroidetes	-
OTU_2095	6.119	0.529531157	NotSig	Bacteroidetes	-
OTU_2168	6.678	0.994378426	NotSig	Bacteroidetes	-
OTU_2256	6.669	0.991666739	NotSig	Bacteroidetes	-
OTU_2317	6.44	0.076382686	Depleted	Bacteroidetes	-
OTU_2337	6.195	0.247527734	NotSig	Bacteroidetes	-
OTU_2430	6.094	0.239625964	NotSig	Bacteroidetes	-
OTU_2450	6.36	0.07687217	Depleted	Bacteroidetes	-
OTU_2563	6.639	0.96477425	NotSig	Bacteroidetes	-
OTU_2567	6.196	0.568365419	NotSig	Bacteroidetes	-
OTU_2598	6.25	0.538761607	NotSig	Bacteroidetes	-
OTU_2644	6.238	0.199897331	Depleted	Bacteroidetes	-
OTU_265	8.992	0.584136163	NotSig	Bacteroidetes	-
OTU_2650	6.278	0.681240618	NotSig	Bacteroidetes	-
OTU_2658	6.078	1	NotSig	Bacteroidetes	-
OTU_2755	6.309	0.390382875	NotSig	Bacteroidetes	-
OTU_2816	6.204	0.251931478	NotSig	Bacteroidetes	-
OTU_2916	6.149	0.091448736	Depleted	Bacteroidetes	-
OTU_299	8.707	0.01439582	Depleted	Bacteroidetes	-
OTU_3044	6.235	0.247527734	NotSig	Bacteroidetes	-
OTU_3116	6.071	0.604484993	NotSig	Bacteroidetes	-
OTU_3133	6.019	0.598994417	NotSig	Bacteroidetes	-
OTU_3147	6.288	0.598994417	NotSig	Bacteroidetes	-
OTU_3187	6.255	1	NotSig	Bacteroidetes	-
OTU_3198	5.863	0.996905926	NotSig	Bacteroidetes	-
OTU_322	8.64	0.075637361	Depleted	Bacteroidetes	-
OTU_3273	6.08	0.99552412	NotSig	Bacteroidetes	-
OTU_3307	5.962	0.741330338	NotSig	Bacteroidetes	-
OTU_336	8.636	0.247424689	NotSig	Bacteroidetes	-
OTU_347	8.581	0.088886751	Depleted	Bacteroidetes	-
OTU_427	8.373	0.24422456	NotSig	Bacteroidetes	-
OTU_446	8.223	0.318027691	NotSig	Bacteroidetes	-
OTU_457	7.908	0.079774355	Depleted	Bacteroidetes	-
OTU_468	8.234	0.292875652	NotSig	Bacteroidetes	-
OTU_546	7.748	0.393047338	NotSig	Bacteroidetes	-
OTU_560	7.732	0.031256751	Depleted	Bacteroidetes	-
OTU_569	7.717	0.222981408	NotSig	Bacteroidetes	-
OTU_638	7.632	0.096194752	Depleted	Bacteroidetes	-
OTU_669	8.095	0.075637361	Depleted	Bacteroidetes	-
OTU_750	7.479	0.054581972	Depleted	Bacteroidetes	-
OTU_829	7.152	0.043369277	Depleted	Bacteroidetes	-
OTU_984	6.955	0.212818338	NotSig	Bacteroidetes	-
OTU_998	7.034	0.149262666	Depleted	Bacteroidetes	-
OTU_1795	6.533	0.470546097	NotSig	Bacteroidetes	-
OTU_203	9.609	0.001993252	Depleted	Bacteroidetes	-
OTU_1145	7.49	0.996380294	NotSig	Bacteroidetes	-
OTU_3241	5.747	1	NotSig	Bacteroidetes	-
OTU_644	7.331	0.767374158	NotSig	Bacteroidetes	-
OTU_776	7.943	0.037226423	Depleted	Bacteroidetes	-
OTU_1002	7.442	0.247424689	NotSig	Bacteroidetes	-
